method,seed,well,probe,level,S_mean,S_sd,n,R
stgnn,2,W01,colog,0.1,0.276168,0.107358,7110,30
stgnn,2,W01,colog,0.25,0.277133,0.104387,7110,30
stgnn,2,W01,colog,0.5,0.280252,0.094861,7110,30
stgnn,2,W01,neighbor,0.05,0.032797,0.015566,6900,30
stgnn,2,W01,neighbor,0.1,0.032795,0.015546,6900,30
stgnn,2,W01,neighbor,0.25,0.033400,0.015475,6900,30
stgnn,2,W01,neighbor,0.5,0.035187,0.015400,6900,30
stgnn,2,W04,colog,0.05,0.353488,0.077477,4530,30
stgnn,2,W04,colog,0.1,0.353426,0.077727,4530,30
stgnn,2,W04,colog,0.25,0.353210,0.077421,4530,30
stgnn,2,W04,colog,0.5,0.351003,0.076949,4530,30
stgnn,2,W04,neighbor,0.05,0.028904,0.010724,4530,30
stgnn,2,W04,neighbor,0.1,0.028988,0.010678,4530,30
stgnn,2,W04,neighbor,0.25,0.029704,0.010870,4530,30
stgnn,2,W04,neighbor,0.5,0.031631,0.011902,4530,30
stgnn,2,W02,colog,0.05,0.334170,0.066312,2040,30
stgnn,2,W02,colog,0.1,0.334354,0.064539,2040,30
stgnn,2,W02,colog,0.25,0.333042,0.064050,2040,30
stgnn,2,W02,colog,0.5,0.330638,0.059745,2040,30
stgnn,2,W02,neighbor,0.05,0.038658,0.010052,2040,30
stgnn,2,W02,neighbor,0.1,0.038635,0.010119,2040,30
stgnn,2,W02,neighbor,0.25,0.038804,0.009892,2040,30
stgnn,2,W02,neighbor,0.5,0.038916,0.009466,2040,30
stgnn,2,W03,colog,0.05,0.312806,0.063306,1740,30
stgnn,2,W03,colog,0.1,0.313233,0.063176,1740,30
stgnn,2,W03,colog,0.25,0.313584,0.063526,1740,30
stgnn,2,W03,colog,0.5,0.310338,0.062567,1740,30
stgnn,2,W03,neighbor,0.05,0.039692,0.011890,1740,30
stgnn,2,W03,neighbor,0.1,0.039698,0.011910,1740,30
stgnn,2,W03,neighbor,0.25,0.040393,0.011650,1740,30
stgnn,2,W03,neighbor,0.5,0.042138,0.011480,1740,30
stgnn,2,W10,colog,0.05,0.332743,0.063093,1680,30
stgnn,2,W10,colog,0.1,0.332804,0.064081,1680,30
stgnn,2,W10,colog,0.25,0.333496,0.063656,1680,30
stgnn,2,W10,colog,0.5,0.328082,0.059048,1680,30
stgnn,2,W10,neighbor,0.05,0.030349,0.008596,1680,30
stgnn,2,W10,neighbor,0.1,0.030334,0.008583,1680,30
stgnn,2,W10,neighbor,0.25,0.030755,0.008421,1680,30
stgnn,2,W10,neighbor,0.5,0.032011,0.008091,1680,30
stgnn,2,W06,colog,0.05,0.314913,0.090322,1500,30
stgnn,2,W06,colog,0.1,0.316674,0.091827,1500,30
stgnn,2,W06,colog,0.25,0.316866,0.090262,1500,30
stgnn,2,W06,colog,0.5,0.315144,0.086744,1500,30
stgnn,2,W06,neighbor,0.05,0.020745,0.005535,1500,30
stgnn,2,W06,neighbor,0.1,0.020937,0.005564,1500,30
stgnn,2,W06,neighbor,0.25,0.021771,0.006150,1500,30
stgnn,2,W06,neighbor,0.5,0.024489,0.008256,1500,30
stgnn,2,W08,colog,0.05,0.339025,0.103631,810,30
stgnn,2,W08,colog,0.1,0.338005,0.103282,810,30
stgnn,2,W08,colog,0.25,0.338184,0.101385,810,30
stgnn,2,W08,colog,0.5,0.335552,0.099423,810,30
stgnn,2,W08,neighbor,0.05,0.027791,0.008283,810,30
stgnn,2,W08,neighbor,0.1,0.028013,0.008183,810,30
stgnn,2,W08,neighbor,0.25,0.028853,0.008927,810,30
stgnn,2,W08,neighbor,0.5,0.031934,0.010226,810,30
stgnn,2,W09,colog,0.05,0.334718,0.074643,510,30
stgnn,2,W09,colog,0.1,0.333617,0.074605,510,30
stgnn,2,W09,colog,0.25,0.333646,0.071763,510,30
stgnn,2,W09,colog,0.5,0.335519,0.068206,510,30
stgnn,2,W09,neighbor,0.05,0.035949,0.012934,510,30
stgnn,2,W09,neighbor,0.1,0.036365,0.013028,510,30
stgnn,2,W09,neighbor,0.25,0.036694,0.012984,510,30
stgnn,2,W09,neighbor,0.5,0.039508,0.013587,510,30
unet,0,W01,colog,0.05,0.598296,0.361626,7110,30
unet,0,W01,colog,0.1,0.642168,0.442796,7110,30
unet,0,W01,colog,0.25,0.718109,0.524217,7110,30
unet,0,W01,colog,0.5,0.700840,0.427518,7110,30
unet,0,W04,colog,0.05,0.355876,0.092905,4530,30
unet,0,W04,colog,0.1,0.357245,0.090732,4530,30
unet,0,W04,colog,0.25,0.364016,0.085932,4530,30
unet,0,W04,colog,0.5,0.379846,0.079443,4530,30
unet,0,W02,colog,0.05,0.665050,0.238791,2040,30
unet,0,W02,colog,0.1,0.673828,0.230321,2040,30
unet,0,W02,colog,0.25,0.693418,0.237845,2040,30
unet,0,W02,colog,0.5,0.694024,0.285518,2040,30
unet,0,W03,colog,0.05,0.552578,0.296505,1740,30
unet,0,W03,colog,0.1,0.550541,0.279575,1740,30
unet,0,W03,colog,0.25,0.541113,0.256819,1740,30
unet,0,W03,colog,0.5,0.496591,0.209974,1740,30
unet,0,W10,colog,0.05,0.621679,0.192361,1680,30
unet,0,W10,colog,0.1,0.617928,0.181427,1680,30
unet,0,W10,colog,0.25,0.576777,0.167566,1680,30
unet,0,W10,colog,0.5,0.506825,0.164486,1680,30
unet,0,W06,colog,0.05,0.388623,0.114030,1500,30
unet,0,W06,colog,0.1,0.388928,0.113231,1500,30
unet,0,W06,colog,0.25,0.397787,0.112006,1500,30
unet,0,W06,colog,0.5,0.417555,0.107974,1500,30
unet,0,W08,colog,0.05,0.358524,0.096744,810,30
unet,0,W08,colog,0.1,0.360757,0.095832,810,30
unet,0,W08,colog,0.25,0.365818,0.086767,810,30
unet,0,W08,colog,0.5,0.375972,0.090920,810,30
unet,0,W09,colog,0.05,0.308651,0.082901,510,30
unet,0,W09,colog,0.1,0.305980,0.081518,510,30
unet,0,W09,colog,0.25,0.306062,0.082512,510,30
unet,0,W09,colog,0.5,0.307914,0.079471,510,30
unet,1,W01,colog,0.05,0.488752,0.199250,7110,30
unet,1,W01,colog,0.1,0.492134,0.200312,7110,30
unet,1,W01,colog,0.25,0.513297,0.207387,7110,30
unet,1,W01,colog,0.5,0.529412,0.217979,7110,30
unet,1,W04,colog,0.05,0.561868,0.212405,4530,30
unet,1,W04,colog,0.1,0.579410,0.226451,4530,30
unet,1,W04,colog,0.25,0.599345,0.238865,4530,30
unet,1,W04,colog,0.5,0.597887,0.231835,4530,30
unet,1,W02,colog,0.05,0.376577,0.079334,2040,30
unet,1,W02,colog,0.1,0.378079,0.077830,2040,30
unet,1,W02,colog,0.25,0.384628,0.074907,2040,30
unet,1,W02,colog,0.5,0.401689,0.078894,2040,30
unet,1,W03,colog,0.05,0.670768,0.248170,1740,30
unet,1,W03,colog,0.1,0.667208,0.252003,1740,30
unet,1,W03,colog,0.25,0.657551,0.256618,1740,30
unet,1,W03,colog,0.5,0.602933,0.231349,1740,30
unet,1,W10,colog,0.05,0.387775,0.128824,1680,30
unet,1,W10,colog,0.1,0.389938,0.123905,1680,30
unet,1,W10,colog,0.25,0.401654,0.130052,1680,30
unet,1,W10,colog,0.5,0.423585,0.149350,1680,30
unet,1,W06,colog,0.05,0.759089,0.377390,1500,30
unet,1,W06,colog,0.1,0.731863,0.329241,1500,30
unet,1,W06,colog,0.25,0.671909,0.278128,1500,30
unet,1,W06,colog,0.5,0.616855,0.236228,1500,30
unet,1,W08,colog,0.05,0.770229,0.263645,810,30
unet,1,W08,colog,0.1,0.755924,0.268767,810,30
unet,1,W08,colog,0.25,0.715554,0.287875,810,30
unet,1,W08,colog,0.5,0.631768,0.247204,810,30
unet,1,W09,colog,0.05,0.298747,0.091509,510,30
unet,1,W09,colog,0.1,0.300329,0.089203,510,30
unet,1,W09,colog,0.25,0.306307,0.087190,510,30
unet,1,W09,colog,0.5,0.317420,0.080168,510,30
unet,2,W01,colog,0.05,0.428802,0.196809,7110,30
unet,2,W01,colog,0.1,0.441217,0.198583,7110,30
unet,2,W01,colog,0.25,0.482242,0.212739,7110,30
unet,2,W01,colog,0.5,0.544634,0.255962,7110,30
unet,2,W04,colog,0.05,0.338585,0.081989,4530,30
unet,2,W04,colog,0.1,0.338690,0.081133,4530,30
unet,2,W04,colog,0.25,0.342581,0.075128,4530,30
unet,2,W04,colog,0.5,0.349225,0.064427,4530,30
unet,2,W02,colog,0.05,0.354542,0.088108,2040,30
unet,2,W02,colog,0.1,0.355473,0.085732,2040,30
unet,2,W02,colog,0.25,0.364379,0.083386,2040,30
unet,2,W02,colog,0.5,0.382857,0.086958,2040,30
unet,2,W03,colog,0.05,0.421008,0.118815,1740,30
unet,2,W03,colog,0.1,0.428623,0.125615,1740,30
unet,2,W03,colog,0.25,0.429587,0.124781,1740,30
unet,2,W03,colog,0.5,0.404651,0.104485,1740,30
unet,2,W10,colog,0.05,0.635459,0.211209,1680,30
unet,2,W10,colog,0.1,0.640115,0.204600,1680,30
unet,2,W10,colog,0.25,0.626509,0.203815,1680,30
unet,2,W10,colog,0.5,0.565396,0.169622,1680,30
unet,2,W06,colog,0.05,0.357376,0.108769,1500,30
unet,2,W06,colog,0.1,0.359288,0.108017,1500,30
unet,2,W06,colog,0.25,0.362889,0.109704,1500,30
unet,2,W06,colog,0.5,0.361655,0.101681,1500,30
unet,2,W08,colog,0.05,0.383127,0.092475,810,30
unet,2,W08,colog,0.1,0.383391,0.094321,810,30
unet,2,W08,colog,0.25,0.401401,0.093837,810,30
unet,2,W08,colog,0.5,0.422548,0.106308,810,30
unet,2,W09,colog,0.05,0.400734,0.127898,510,30
unet,2,W09,colog,0.1,0.402987,0.126355,510,30
unet,2,W09,colog,0.25,0.408441,0.129710,510,30
unet,2,W09,colog,0.5,0.427389,0.136173,510,30
xgb,0,W01,colog,0.05,2.883297,1.882152,7110,30
xgb,0,W01,colog,0.1,1.974062,1.159093,7110,30
xgb,0,W01,colog,0.25,1.285835,0.584287,7110,30
xgb,0,W01,colog,0.5,0.986667,0.361485,7110,30
xgb,0,W04,colog,0.05,2.556118,1.048002,4530,30
xgb,0,W04,colog,0.1,1.759232,0.638702,4530,30
xgb,0,W04,colog,0.25,1.180910,0.365847,4530,30
xgb,0,W04,colog,0.5,0.946967,0.254555,4530,30
xgb,0,W02,colog,0.05,2.688284,1.440413,2040,30
xgb,0,W02,colog,0.1,1.839165,0.765605,2040,30
xgb,0,W02,colog,0.25,1.224573,0.355449,2040,30
xgb,0,W02,colog,0.5,0.955990,0.235654,2040,30
xgb,0,W03,colog,0.05,2.605972,1.038101,1740,30
xgb,0,W03,colog,0.1,1.767840,0.566209,1740,30
xgb,0,W03,colog,0.25,1.159754,0.262959,1740,30
xgb,0,W03,colog,0.5,0.912916,0.194865,1740,30
xgb,0,W10,colog,0.05,2.696929,1.537548,1680,30
xgb,0,W10,colog,0.1,1.860067,0.857408,1680,30
xgb,0,W10,colog,0.25,1.223406,0.434162,1680,30
xgb,0,W10,colog,0.5,0.945793,0.296536,1680,30
xgb,0,W06,colog,0.05,2.494184,1.045484,1500,30
xgb,0,W06,colog,0.1,1.745600,0.687365,1500,30
xgb,0,W06,colog,0.25,1.191871,0.433010,1500,30
xgb,0,W06,colog,0.5,0.946713,0.320450,1500,30
xgb,0,W08,colog,0.05,2.078699,1.250241,810,30
xgb,0,W08,colog,0.1,1.408410,0.594383,810,30
xgb,0,W08,colog,0.25,0.987460,0.249536,810,30
xgb,0,W08,colog,0.5,0.835100,0.210894,810,30
xgb,0,W09,colog,0.05,2.743848,0.957586,510,30
xgb,0,W09,colog,0.1,1.845873,0.526389,510,30
xgb,0,W09,colog,0.25,1.157168,0.313352,510,30
xgb,0,W09,colog,0.5,0.875325,0.235455,510,30
xgb,1,W01,colog,0.05,2.741060,1.861162,7110,30
xgb,1,W01,colog,0.1,1.884192,1.133739,7110,30
xgb,1,W01,colog,0.25,1.267542,0.581884,7110,30
xgb,1,W01,colog,0.5,0.987960,0.361420,7110,30
xgb,1,W04,colog,0.05,2.443599,1.117330,4530,30
xgb,1,W04,colog,0.1,1.689321,0.650132,4530,30
xgb,1,W04,colog,0.25,1.145268,0.364693,4530,30
xgb,1,W04,colog,0.5,0.919110,0.249553,4530,30
xgb,1,W02,colog,0.05,2.515365,1.199496,2040,30
xgb,1,W02,colog,0.1,1.746807,0.678270,2040,30
xgb,1,W02,colog,0.25,1.171105,0.345345,2040,30
xgb,1,W02,colog,0.5,0.920841,0.239116,2040,30
xgb,1,W03,colog,0.05,2.502922,1.047501,1740,30
xgb,1,W03,colog,0.1,1.694565,0.561428,1740,30
xgb,1,W03,colog,0.25,1.124776,0.277069,1740,30
xgb,1,W03,colog,0.5,0.886708,0.206759,1740,30
xgb,1,W10,colog,0.05,2.512113,1.034083,1680,30
xgb,1,W10,colog,0.1,1.700766,0.591907,1680,30
xgb,1,W10,colog,0.25,1.123637,0.326526,1680,30
xgb,1,W10,colog,0.5,0.895927,0.256285,1680,30
xgb,1,W06,colog,0.05,2.544089,1.097114,1500,30
xgb,1,W06,colog,0.1,1.731078,0.674009,1500,30
xgb,1,W06,colog,0.25,1.149636,0.381456,1500,30
xgb,1,W06,colog,0.5,0.933444,0.301982,1500,30
xgb,1,W08,colog,0.05,2.243537,1.187468,810,30
xgb,1,W08,colog,0.1,1.533871,0.575303,810,30
xgb,1,W08,colog,0.25,1.054949,0.276000,810,30
xgb,1,W08,colog,0.5,0.901092,0.242533,810,30
xgb,1,W09,colog,0.05,3.041598,0.817444,510,30
xgb,1,W09,colog,0.1,2.019047,0.500337,510,30
xgb,1,W09,colog,0.25,1.230597,0.301952,510,30
xgb,1,W09,colog,0.5,0.924801,0.230602,510,30
xgb,2,W01,colog,0.05,2.753801,1.757994,7110,30
xgb,2,W01,colog,0.1,1.903758,1.088866,7110,30
xgb,2,W01,colog,0.25,1.293015,0.593160,7110,30
xgb,2,W01,colog,0.5,1.007649,0.377814,7110,30
xgb,2,W04,colog,0.05,2.495649,1.172724,4530,30
xgb,2,W04,colog,0.1,1.701983,0.658233,4530,30
xgb,2,W04,colog,0.25,1.146705,0.360167,4530,30
xgb,2,W04,colog,0.5,0.928581,0.251426,4530,30
xgb,2,W02,colog,0.05,2.653285,1.429582,2040,30
xgb,2,W02,colog,0.1,1.810363,0.752445,2040,30
xgb,2,W02,colog,0.25,1.190258,0.351311,2040,30
xgb,2,W02,colog,0.5,0.926098,0.239248,2040,30
xgb,2,W03,colog,0.05,2.560989,0.960863,1740,30
xgb,2,W03,colog,0.1,1.719615,0.514349,1740,30
xgb,2,W03,colog,0.25,1.128481,0.260984,1740,30
xgb,2,W03,colog,0.5,0.878310,0.199408,1740,30
xgb,2,W10,colog,0.05,2.595811,1.172759,1680,30
xgb,2,W10,colog,0.1,1.762019,0.670019,1680,30
xgb,2,W10,colog,0.25,1.150324,0.345869,1680,30
xgb,2,W10,colog,0.5,0.902876,0.242481,1680,30
xgb,2,W06,colog,0.05,2.605472,1.248771,1500,30
xgb,2,W06,colog,0.1,1.792917,0.776802,1500,30
xgb,2,W06,colog,0.25,1.203063,0.443248,1500,30
xgb,2,W06,colog,0.5,0.936117,0.304389,1500,30
xgb,2,W08,colog,0.05,2.009601,0.893326,810,30
xgb,2,W08,colog,0.1,1.411977,0.479517,810,30
xgb,2,W08,colog,0.25,0.998597,0.247677,810,30
xgb,2,W08,colog,0.5,0.874280,0.247279,810,30
xgb,2,W09,colog,0.05,2.909298,0.877155,510,30
xgb,2,W09,colog,0.1,1.972336,0.538272,510,30
xgb,2,W09,colog,0.25,1.246105,0.343394,510,30
xgb,2,W09,colog,0.5,0.940429,0.252881,510,30
