well,regime,L,method,seed,log,r2,mae,rmse,n
W04,profile-long,512,stgnn,1,GR,-2.8883,15.0416,21.9239,512
W04,profile-long,512,stgnn,1,RHOB,0.7544,0.0352,0.0483,512
W04,profile-long,512,stgnn,1,NPHI,0.7237,0.0340,0.0450,512
W04,profile-long,512,stgnn,1,all,0.2010,5.0370,12.6578,1536
W04,profile-long,512,stgnn,1,all_z,0.6103,0.3278,0.4676,1536
W04,profile-long,768,stgnn,1,GR,-6.8234,19.0381,29.6795,768
W04,profile-long,768,stgnn,1,RHOB,0.6772,0.0416,0.0591,768
W04,profile-long,768,stgnn,1,NPHI,0.6799,0.0412,0.0534,768
W04,profile-long,768,stgnn,1,all,-0.4333,6.3736,17.1355,2304
W04,profile-long,768,stgnn,1,all_z,0.3957,0.4017,0.5997,2304
W04,profile-long,1024,stgnn,1,GR,-5.7291,23.9982,34.5200,1024
W04,profile-long,1024,stgnn,1,RHOB,0.5136,0.0676,0.1053,1024
W04,profile-long,1024,stgnn,1,NPHI,0.7168,0.0409,0.0525,1024
W04,profile-long,1024,stgnn,1,all,-0.5746,8.0356,19.9302,3072
W04,profile-long,1024,stgnn,1,all_z,0.2937,0.5036,0.7391,3072
W04,profile-long,1536,stgnn,1,GR,-3.6657,23.7323,32.8979,1536
W04,profile-long,1536,stgnn,1,RHOB,0.4586,0.0829,0.1198,1536
W04,profile-long,1536,stgnn,1,NPHI,0.7550,0.0400,0.0508,1536
W04,profile-long,1536,stgnn,1,all,-0.1024,7.9517,18.9937,4608
W04,profile-long,1536,stgnn,1,all_z,0.3798,0.5327,0.7511,4608
W04,profile-long,2048,stgnn,1,GR,-1.6441,24.4586,32.3289,2048
W04,profile-long,2048,stgnn,1,RHOB,0.3998,0.0909,0.1253,2048
W04,profile-long,2048,stgnn,1,NPHI,0.7801,0.0410,0.0510,2048
W04,profile-long,2048,stgnn,1,all,0.2543,8.1969,18.6653,6144
W04,profile-long,2048,stgnn,1,all_z,0.4824,0.5606,0.7591,6144
W04,blackout-long,256,stgnn,1,RHOB,-0.0461,0.0359,0.0447,256
W04,blackout-long,256,stgnn,1,NPHI,-0.1153,0.0241,0.0300,256
W04,blackout-long,256,stgnn,1,all,0.9991,0.0300,0.0380,512
W04,blackout-long,256,stgnn,1,all_z,0.8079,0.2423,0.3018,512
W04,blackout-long,384,stgnn,1,RHOB,0.0225,0.0479,0.0644,384
W04,blackout-long,384,stgnn,1,NPHI,-0.0087,0.0443,0.0608,384
W04,blackout-long,384,stgnn,1,all,0.9974,0.0461,0.0626,768
W04,blackout-long,384,stgnn,1,all_z,0.4939,0.3848,0.5308,768
W04,blackout-long,512,stgnn,1,RHOB,-0.0825,0.0681,0.1014,512
W04,blackout-long,512,stgnn,1,NPHI,-0.0080,0.0591,0.0860,512
W04,blackout-long,512,stgnn,1,all,0.9939,0.0636,0.0940,1024
W04,blackout-long,512,stgnn,1,all_z,0.1169,0.5274,0.7802,1024
W04,blackout-long,768,stgnn,1,RHOB,-0.1733,0.0761,0.1126,768
W04,blackout-long,768,stgnn,1,NPHI,-0.1176,0.0692,0.0997,768
W04,blackout-long,768,stgnn,1,all,0.9920,0.0726,0.1064,1536
W04,blackout-long,768,stgnn,1,all_z,-0.0709,0.6051,0.8907,1536
W04,blackout-long,1024,stgnn,1,RHOB,-0.3336,0.1167,0.1744,1024
W04,blackout-long,1024,stgnn,1,NPHI,-0.2028,0.0817,0.1081,1024
W04,blackout-long,1024,stgnn,1,all,0.9843,0.0992,0.1451,2048
W04,blackout-long,1024,stgnn,1,all_z,-0.2605,0.8054,1.1342,2048
W04,blackout-long,1536,stgnn,1,RHOB,-0.5178,0.1451,0.2007,1536
W04,blackout-long,1536,stgnn,1,NPHI,-0.1419,0.0863,0.1097,1536
W04,blackout-long,1536,stgnn,1,all,0.9795,0.1157,0.1617,3072
W04,blackout-long,1536,stgnn,1,all_z,-0.2348,0.9246,1.2362,3072
W04,blackout-long,2048,stgnn,1,RHOB,-0.7732,0.1664,0.2153,2048
W04,blackout-long,2048,stgnn,1,NPHI,-0.0664,0.0917,0.1124,2048
W04,blackout-long,2048,stgnn,1,all,0.9757,0.1290,0.1717,4096
W04,blackout-long,2048,stgnn,1,all_z,-0.1251,1.0234,1.3029,4096
W01,profile-long,256,stgnn,2,GR,0.6515,12.8271,15.2440,256
W01,profile-long,256,stgnn,2,RHOB,0.3133,0.0248,0.0302,256
W01,profile-long,256,stgnn,2,NPHI,0.9455,0.0137,0.0186,256
W01,profile-long,256,stgnn,2,all,0.9367,4.2886,8.8011,768
W01,profile-long,256,stgnn,2,all_z,0.7988,0.2148,0.2902,768
W01,profile-long,384,stgnn,2,GR,0.6710,12.7601,15.0301,384
W01,profile-long,384,stgnn,2,RHOB,0.4560,0.0244,0.0299,384
W01,profile-long,384,stgnn,2,NPHI,0.9448,0.0141,0.0194,384
W01,profile-long,384,stgnn,2,all,0.9351,4.2662,8.6776,1152
W01,profile-long,384,stgnn,2,all_z,0.8144,0.2145,0.2886,1152
W01,profile-long,512,stgnn,2,GR,0.3254,16.4575,20.8755,512
W01,profile-long,512,stgnn,2,RHOB,0.3589,0.0260,0.0322,512
W01,profile-long,512,stgnn,2,NPHI,0.9428,0.0137,0.0189,512
W01,profile-long,512,stgnn,2,all,0.8733,5.4991,12.0525,1536
W01,profile-long,512,stgnn,2,all_z,0.6624,0.2515,0.3760,1536
W01,profile-long,768,stgnn,2,GR,0.2174,19.4826,23.5404,768
W01,profile-long,768,stgnn,2,RHOB,0.3932,0.0341,0.0425,768
W01,profile-long,768,stgnn,2,NPHI,0.9147,0.0164,0.0241,768
W01,profile-long,768,stgnn,2,all,0.8131,6.5110,13.5911,2304
W01,profile-long,768,stgnn,2,all_z,0.6293,0.3050,0.4350,2304
W01,profile-long,1024,stgnn,2,GR,0.3105,20.1150,23.9296,1024
W01,profile-long,1024,stgnn,2,RHOB,0.4893,0.0397,0.0482,1024
W01,profile-long,1024,stgnn,2,NPHI,0.9090,0.0189,0.0273,1024
W01,profile-long,1024,stgnn,2,all,0.8007,6.7245,13.8158,3072
W01,profile-long,1024,stgnn,2,all_z,0.6682,0.3301,0.4531,3072
W01,profile-long,1536,stgnn,2,GR,0.2768,22.0261,26.1146,1536
W01,profile-long,1536,stgnn,2,RHOB,-0.6342,0.0595,0.0812,1536
W01,profile-long,1536,stgnn,2,NPHI,0.6148,0.0331,0.0519,1536
W01,profile-long,1536,stgnn,2,all,0.7148,7.3729,15.0774,4608
W01,profile-long,1536,stgnn,2,all_z,0.4709,0.4325,0.5868,4608
W01,profile-long,2048,stgnn,2,GR,0.1932,22.6569,26.4639,2048
W01,profile-long,2048,stgnn,2,RHOB,-0.6668,0.0611,0.0818,2048
W01,profile-long,2048,stgnn,2,NPHI,0.5557,0.0367,0.0531,2048
W01,profile-long,2048,stgnn,2,all,0.6730,7.5849,15.2790,6144
W01,profile-long,2048,stgnn,2,all_z,0.4674,0.4531,0.5951,6144
W01,blackout-long,256,stgnn,2,RHOB,-2.3618,0.0615,0.0667,256
W01,blackout-long,256,stgnn,2,NPHI,0.5553,0.0484,0.0530,256
W01,blackout-long,256,stgnn,2,all,0.9973,0.0550,0.0603,512
W01,blackout-long,256,stgnn,2,all_z,0.3996,0.4131,0.4538,512
W01,blackout-long,384,stgnn,2,RHOB,-1.6435,0.0601,0.0660,384
W01,blackout-long,384,stgnn,2,NPHI,0.6416,0.0451,0.0495,384
W01,blackout-long,384,stgnn,2,all,0.9975,0.0526,0.0584,768
W01,blackout-long,384,stgnn,2,all_z,0.5121,0.3929,0.4336,768
W01,blackout-long,512,stgnn,2,RHOB,-2.4797,0.0678,0.0751,512
W01,blackout-long,512,stgnn,2,NPHI,0.5456,0.0486,0.0534,512
W01,blackout-long,512,stgnn,2,all,0.9969,0.0582,0.0651,1024
W01,blackout-long,512,stgnn,2,all_z,0.3602,0.4329,0.4779,1024
W01,blackout-long,768,stgnn,2,RHOB,-2.1100,0.0859,0.0961,768
W01,blackout-long,768,stgnn,2,NPHI,0.4723,0.0545,0.0600,768
W01,blackout-long,768,stgnn,2,all,0.9955,0.0702,0.0801,1536
W01,blackout-long,768,stgnn,2,all_z,0.3171,0.5147,0.5709,1536
W01,blackout-long,1024,stgnn,2,RHOB,-1.8912,0.0985,0.1147,1024
W01,blackout-long,1024,stgnn,2,NPHI,0.5282,0.0558,0.0621,1024
W01,blackout-long,1024,stgnn,2,all,0.9940,0.0771,0.0922,2048
W01,blackout-long,1024,stgnn,2,all_z,0.3085,0.5579,0.6381,2048
W01,blackout-long,1536,stgnn,2,RHOB,-2.8623,0.1104,0.1249,1536
W01,blackout-long,1536,stgnn,2,NPHI,0.4350,0.0558,0.0629,1536
W01,blackout-long,1536,stgnn,2,all,0.9932,0.0831,0.0989,3072
W01,blackout-long,1536,stgnn,2,all_z,0.1927,0.5935,0.6743,3072
W01,blackout-long,2048,stgnn,2,RHOB,-2.9883,0.1128,0.1265,2048
W01,blackout-long,2048,stgnn,2,NPHI,0.2254,0.0606,0.0702,2048
W01,blackout-long,2048,stgnn,2,all,0.9928,0.0867,0.1023,4096
W01,blackout-long,2048,stgnn,2,all_z,0.1675,0.6235,0.7110,4096
W04,profile-long,256,stgnn,2,GR,-21.8914,25.3630,26.6155,256
W04,profile-long,256,stgnn,2,RHOB,-0.3209,0.0422,0.0502,256
W04,profile-long,256,stgnn,2,NPHI,0.4606,0.0158,0.0209,256
W04,profile-long,256,stgnn,2,all,-1.1612,8.4737,15.3665,768
W04,profile-long,256,stgnn,2,all_z,0.4771,0.3745,0.4714,768
W04,profile-long,384,stgnn,2,GR,-5.4517,25.2431,27.1895,384
W04,profile-long,384,stgnn,2,RHOB,0.3876,0.0397,0.0509,384
W04,profile-long,384,stgnn,2,NPHI,0.5922,0.0279,0.0387,384
W04,profile-long,384,stgnn,2,all,-0.3355,8.4369,15.6979,1152
W04,profile-long,384,stgnn,2,all_z,0.4402,0.4084,0.5162,1152
W04,profile-long,512,stgnn,2,GR,-6.6811,26.3929,30.8143,512
W04,profile-long,512,stgnn,2,RHOB,0.6952,0.0421,0.0538,512
W04,profile-long,512,stgnn,2,NPHI,0.6987,0.0349,0.0470,512
W04,profile-long,512,stgnn,2,all,-0.5785,8.8233,17.7907,1536
W04,profile-long,512,stgnn,2,all_z,0.3844,0.4473,0.5876,1536
W04,profile-long,768,stgnn,2,GR,-11.0131,29.7663,36.7779,768
W04,profile-long,768,stgnn,2,RHOB,0.6301,0.0461,0.0632,768
W04,profile-long,768,stgnn,2,NPHI,0.6174,0.0437,0.0584,768
W04,profile-long,768,stgnn,2,all,-1.2009,9.9521,21.2338,2304
W04,profile-long,768,stgnn,2,all_z,0.1618,0.5161,0.7062,2304
W04,profile-long,1024,stgnn,2,GR,-7.3508,31.6557,38.4553,1024
W04,profile-long,1024,stgnn,2,RHOB,0.5765,0.0673,0.0983,1024
W04,profile-long,1024,stgnn,2,NPHI,0.6719,0.0428,0.0565,1024
W04,profile-long,1024,stgnn,2,all,-0.9541,10.5886,22.2023,3072
W04,profile-long,1024,stgnn,2,all_z,0.2142,0.5776,0.7796,3072
W04,profile-long,1536,stgnn,2,GR,-4.4875,29.3256,35.6776,1536
W04,profile-long,1536,stgnn,2,RHOB,0.4992,0.0830,0.1153,1536
W04,profile-long,1536,stgnn,2,NPHI,0.7122,0.0421,0.0551,1536
W04,profile-long,1536,stgnn,2,all,-0.2966,9.8169,20.5986,4608
W04,profile-long,1536,stgnn,2,all_z,0.3310,0.5899,0.7800,4608
W04,profile-long,2048,stgnn,2,GR,-2.0716,28.9370,34.8445,2048
W04,profile-long,2048,stgnn,2,RHOB,0.4332,0.0910,0.1217,2048
W04,profile-long,2048,stgnn,2,NPHI,0.7243,0.0450,0.0571,2048
W04,profile-long,2048,stgnn,2,all,0.1338,9.6910,20.1176,6144
W04,profile-long,2048,stgnn,2,all_z,0.4380,0.6141,0.7909,6144
W04,blackout-long,256,stgnn,2,RHOB,-0.6196,0.0465,0.0556,256
W04,blackout-long,256,stgnn,2,NPHI,-0.4171,0.0289,0.0338,256
W04,blackout-long,256,stgnn,2,all,0.9986,0.0377,0.0460,512
W04,blackout-long,256,stgnn,2,all_z,0.7292,0.3022,0.3583,512
W04,blackout-long,384,stgnn,2,RHOB,-0.2362,0.0580,0.0724,384
W04,blackout-long,384,stgnn,2,NPHI,-0.0179,0.0481,0.0611,384
W04,blackout-long,384,stgnn,2,all,0.9970,0.0530,0.0670,768
W04,blackout-long,384,stgnn,2,all_z,0.4459,0.4378,0.5554,768
W04,blackout-long,512,stgnn,2,RHOB,-0.0604,0.0730,0.1003,512
W04,blackout-long,512,stgnn,2,NPHI,0.1053,0.0604,0.0810,512
W04,blackout-long,512,stgnn,2,all,0.9943,0.0667,0.0912,1024
W04,blackout-long,512,stgnn,2,all_z,0.1848,0.5504,0.7496,1024
W04,blackout-long,768,stgnn,2,RHOB,-0.0880,0.0773,0.1084,768
W04,blackout-long,768,stgnn,2,NPHI,0.0354,0.0695,0.0927,768
W04,blackout-long,768,stgnn,2,all,0.9928,0.0734,0.1009,1536
W04,blackout-long,768,stgnn,2,all_z,0.0506,0.6107,0.8386,1536
W04,blackout-long,1024,stgnn,2,RHOB,-0.2479,0.1171,0.1687,1024
W04,blackout-long,1024,stgnn,2,NPHI,-0.0278,0.0791,0.1000,1024
W04,blackout-long,1024,stgnn,2,all,0.9857,0.0981,0.1387,2048
W04,blackout-long,1024,stgnn,2,all_z,-0.1324,0.7937,1.0750,2048
W04,blackout-long,1536,stgnn,2,RHOB,-0.4883,0.1481,0.1987,1536
W04,blackout-long,1536,stgnn,2,NPHI,-0.0280,0.0849,0.1041,1536
W04,blackout-long,1536,stgnn,2,all,0.9803,0.1165,0.1586,3072
W04,blackout-long,1536,stgnn,2,all_z,-0.1712,0.9274,1.2039,3072
W04,blackout-long,2048,stgnn,2,RHOB,-0.7600,0.1698,0.2145,2048
W04,blackout-long,2048,stgnn,2,NPHI,-0.0087,0.0912,0.1093,2048
W04,blackout-long,2048,stgnn,2,all,0.9761,0.1305,0.1702,4096
W04,blackout-long,2048,stgnn,2,all_z,-0.0969,1.0325,1.2865,4096
W01,profile-long,256,unet,0,GR,0.7600,10.5372,12.6521,256
W01,profile-long,256,unet,0,RHOB,-1.3948,0.0496,0.0563,256
W01,profile-long,256,unet,0,NPHI,0.7031,0.0332,0.0433,256
W01,profile-long,256,unet,0,all,0.9564,3.5400,7.3048,768
W01,profile-long,256,unet,0,all_z,0.6716,0.3038,0.3708,768
W01,profile-long,384,unet,0,GR,0.8188,9.1392,11.1540,384
W01,profile-long,384,unet,0,RHOB,-0.5813,0.0430,0.0511,384
W01,profile-long,384,unet,0,NPHI,0.7009,0.0337,0.0453,384
W01,profile-long,384,unet,0,all,0.9642,3.0720,6.4399,1152
W01,profile-long,384,unet,0,all_z,0.7187,0.2791,0.3554,1152
W01,profile-long,512,unet,0,GR,0.7678,10.1167,12.2471,512
W01,profile-long,512,unet,0,RHOB,-0.6684,0.0443,0.0520,512
W01,profile-long,512,unet,0,NPHI,0.6759,0.0345,0.0451,512
W01,profile-long,512,unet,0,all,0.9564,3.3985,7.0710,1536
W01,profile-long,512,unet,0,all_z,0.6805,0.2933,0.3658,1536
W01,profile-long,768,unet,0,GR,0.7404,10.6470,13.5575,768
W01,profile-long,768,unet,0,RHOB,0.1156,0.0443,0.0513,768
W01,profile-long,768,unet,0,NPHI,0.7375,0.0322,0.0423,768
W01,profile-long,768,unet,0,all,0.9380,3.5745,7.8275,2304
W01,profile-long,768,unet,0,all_z,0.7359,0.2910,0.3672,2304
W01,profile-long,1024,unet,0,GR,0.7737,11.0676,13.7078,1024
W01,profile-long,1024,unet,0,RHOB,0.3544,0.0468,0.0542,1024
W01,profile-long,1024,unet,0,NPHI,0.7622,0.0338,0.0441,1024
W01,profile-long,1024,unet,0,all,0.9346,3.7160,7.9143,3072
W01,profile-long,1024,unet,0,all_z,0.7668,0.3050,0.3799,3072
W01,profile-long,1536,unet,0,GR,0.3979,17.1242,23.8274,1536
W01,profile-long,1536,unet,0,RHOB,-0.6627,0.0631,0.0819,1536
W01,profile-long,1536,unet,0,NPHI,0.5994,0.0404,0.0530,1536
W01,profile-long,1536,unet,0,all,0.7626,5.7426,13.7568,4608
W01,profile-long,1536,unet,0,all_z,0.5115,0.4162,0.5638,4608
W01,profile-long,2048,unet,0,GR,0.3214,18.0661,24.2709,2048
W01,profile-long,2048,unet,0,RHOB,-0.6465,0.0647,0.0813,2048
W01,profile-long,2048,unet,0,NPHI,0.5708,0.0414,0.0522,2048
W01,profile-long,2048,unet,0,all,0.7249,6.0574,14.0129,6144
W01,profile-long,2048,unet,0,all_z,0.5186,0.4313,0.5657,6144
W01,blackout-long,256,unet,0,RHOB,-11.4340,0.1182,0.1284,256
W01,blackout-long,256,unet,0,NPHI,0.2996,0.0564,0.0665,256
W01,blackout-long,256,unet,0,all,0.9924,0.0873,0.1022,512
W01,blackout-long,256,unet,0,all_z,-0.4334,0.6195,0.7011,512
W01,blackout-long,384,unet,0,RHOB,-8.3290,0.1125,0.1240,384
W01,blackout-long,384,unet,0,NPHI,0.2967,0.0612,0.0694,384
W01,blackout-long,384,unet,0,all,0.9927,0.0868,0.1005,768
W01,blackout-long,384,unet,0,all_z,-0.2706,0.6252,0.6998,768
W01,blackout-long,512,unet,0,RHOB,-8.5269,0.1126,0.1242,512
W01,blackout-long,512,unet,0,NPHI,0.1777,0.0623,0.0718,512
W01,blackout-long,512,unet,0,all,0.9925,0.0875,0.1014,1024
W01,blackout-long,512,unet,0,all_z,-0.4169,0.6313,0.7112,1024
W01,blackout-long,768,unet,0,RHOB,-5.2154,0.1227,0.1359,768
W01,blackout-long,768,unet,0,NPHI,0.2265,0.0626,0.0726,768
W01,blackout-long,768,unet,0,all,0.9916,0.0926,0.1090,1536
W01,blackout-long,768,unet,0,all_z,-0.1834,0.6623,0.7516,1536
W01,blackout-long,1024,unet,0,RHOB,-3.5150,0.1279,0.1433,1024
W01,blackout-long,1024,unet,0,NPHI,0.2738,0.0656,0.0771,1024
W01,blackout-long,1024,unet,0,all,0.9907,0.0967,0.1151,2048
W01,blackout-long,1024,unet,0,all_z,-0.0732,0.6919,0.7949,2048
W01,blackout-long,1536,unet,0,RHOB,-4.2183,0.1309,0.1452,1536
W01,blackout-long,1536,unet,0,NPHI,0.2137,0.0615,0.0742,1536
W01,blackout-long,1536,unet,0,all,0.9908,0.0962,0.1153,3072
W01,blackout-long,1536,unet,0,all_z,-0.1037,0.6814,0.7884,3072
W01,blackout-long,2048,unet,0,RHOB,-4.4490,0.1339,0.1479,2048
W01,blackout-long,2048,unet,0,NPHI,0.0787,0.0646,0.0765,2048
W01,blackout-long,2048,unet,0,all,0.9905,0.0993,0.1177,4096
W01,blackout-long,2048,unet,0,all_z,-0.0726,0.7053,0.8071,4096
W04,profile-long,256,unet,0,GR,-1.3420,6.3599,8.5132,256
W04,profile-long,256,unet,0,RHOB,0.2047,0.0301,0.0390,256
W04,profile-long,256,unet,0,NPHI,0.4146,0.0173,0.0217,256
W04,profile-long,256,unet,0,all,0.7789,2.1358,4.9152,768
W04,profile-long,256,unet,0,all_z,0.8674,0.1824,0.2373,768
W04,profile-long,384,unet,0,GR,-0.3987,9.3242,12.6598,384
W04,profile-long,384,unet,0,RHOB,0.1035,0.0439,0.0616,384
W04,profile-long,384,unet,0,NPHI,0.5913,0.0285,0.0387,384
W04,profile-long,384,unet,0,all,0.7105,3.1322,7.3092,1152
W04,profile-long,384,unet,0,all_z,0.6919,0.2778,0.3829,1152
W04,profile-long,512,unet,0,GR,-0.9912,11.4558,15.6891,512
W04,profile-long,512,unet,0,RHOB,0.2481,0.0604,0.0845,512
W04,profile-long,512,unet,0,NPHI,0.7301,0.0332,0.0445,512
W04,profile-long,512,unet,0,all,0.5908,3.8498,9.0583,1536
W04,profile-long,512,unet,0,all_z,0.5825,0.3496,0.4839,1536
W04,profile-long,768,unet,0,GR,-3.3695,15.6038,22.1807,768
W04,profile-long,768,unet,0,RHOB,0.0369,0.0747,0.1020,768
W04,profile-long,768,unet,0,NPHI,0.6452,0.0414,0.0562,768
W04,profile-long,768,unet,0,all,0.1995,5.2399,12.8062,2304
W04,profile-long,768,unet,0,all_z,0.3572,0.4462,0.6185,2304
W04,profile-long,1024,unet,0,GR,-1.9444,16.4627,22.8345,1024
W04,profile-long,1024,unet,0,RHOB,0.5097,0.0797,0.1057,1024
W04,profile-long,1024,unet,0,NPHI,0.6656,0.0439,0.0570,1024
W04,profile-long,1024,unet,0,all,0.3110,5.5287,13.1837,3072
W04,profile-long,1024,unet,0,all_z,0.4771,0.4734,0.6359,3072
W04,profile-long,1536,unet,0,GR,-1.4224,17.6299,23.7043,1536
W04,profile-long,1536,unet,0,RHOB,0.5660,0.0823,0.1073,1536
W04,profile-long,1536,unet,0,NPHI,0.7046,0.0447,0.0558,1536
W04,profile-long,1536,unet,0,all,0.4276,5.9190,13.6859,4608
W04,profile-long,1536,unet,0,all_z,0.5443,0.4925,0.6437,4608
W04,profile-long,2048,unet,0,GR,-0.6369,18.4593,25.4366,2048
W04,profile-long,2048,unet,0,RHOB,0.5698,0.0832,0.1060,2048
W04,profile-long,2048,unet,0,NPHI,0.7467,0.0442,0.0548,2048
W04,profile-long,2048,unet,0,all,0.5384,6.1956,14.6860,6144
W04,profile-long,2048,unet,0,all_z,0.6165,0.5004,0.6534,6144
W04,blackout-long,256,unet,0,RHOB,-3.7261,0.0858,0.0950,256
W04,blackout-long,256,unet,0,NPHI,-2.1615,0.0440,0.0505,256
W04,blackout-long,256,unet,0,all,0.9962,0.0649,0.0760,512
W04,blackout-long,256,unet,0,all_z,0.2936,0.5110,0.5787,512
W04,blackout-long,384,unet,0,RHOB,-1.8083,0.0977,0.1091,384
W04,blackout-long,384,unet,0,NPHI,-0.4045,0.0598,0.0717,384
W04,blackout-long,384,unet,0,all,0.9943,0.0787,0.0923,768
W04,blackout-long,384,unet,0,all_z,0.0439,0.6309,0.7295,768
W04,blackout-long,512,unet,0,RHOB,-0.4116,0.0985,0.1158,512
W04,blackout-long,512,unet,0,NPHI,-0.0604,0.0702,0.0882,512
W04,blackout-long,512,unet,0,all,0.9927,0.0843,0.1029,1024
W04,blackout-long,512,unet,0,all_z,-0.0148,0.6859,0.8364,1024
W04,blackout-long,768,unet,0,RHOB,-0.1596,0.0936,0.1120,768
W04,blackout-long,768,unet,0,NPHI,-0.0043,0.0770,0.0946,768
W04,blackout-long,768,unet,0,all,0.9924,0.0853,0.1036,1536
W04,blackout-long,768,unet,0,all_z,0.0026,0.7039,0.8596,1536
W04,blackout-long,1024,unet,0,RHOB,-0.0007,0.1179,0.1511,1024
W04,blackout-long,1024,unet,0,NPHI,-0.0181,0.0828,0.0995,1024
W04,blackout-long,1024,unet,0,all,0.9878,0.1004,0.1279,2048
W04,blackout-long,1024,unet,0,all_z,-0.0016,0.8152,1.0110,2048
W04,blackout-long,1536,unet,0,RHOB,-0.1554,0.1386,0.1751,1536
W04,blackout-long,1536,unet,0,NPHI,-0.0110,0.0869,0.1032,1536
W04,blackout-long,1536,unet,0,all,0.9838,0.1128,0.1437,3072
W04,blackout-long,1536,unet,0,all_z,-0.0010,0.9054,1.1130,3072
W04,blackout-long,2048,unet,0,RHOB,-0.3094,0.1500,0.1850,2048
W04,blackout-long,2048,unet,0,NPHI,0.0198,0.0917,0.1077,2048
W04,blackout-long,2048,unet,0,all,0.9811,0.1208,0.1514,4096
W04,blackout-long,2048,unet,0,all_z,0.0926,0.9680,1.1701,4096
W01,profile-long,256,unet,1,GR,0.7065,11.8721,13.9895,256
W01,profile-long,256,unet,1,RHOB,-2.8323,0.0606,0.0713,256
W01,profile-long,256,unet,1,NPHI,0.5441,0.0413,0.0537,256
W01,profile-long,256,unet,1,all,0.9467,3.9913,8.0770,768
W01,profile-long,256,unet,1,all_z,0.5224,0.3641,0.4471,768
W01,profile-long,384,unet,1,GR,0.7414,10.8982,13.3273,384
W01,profile-long,384,unet,1,RHOB,-1.6348,0.0534,0.0659,384
W01,profile-long,384,unet,1,NPHI,0.6365,0.0362,0.0499,384
W01,profile-long,384,unet,1,all,0.9489,3.6626,7.6947,1152
W01,profile-long,384,unet,1,all_z,0.6113,0.3242,0.4177,1152
W01,profile-long,512,unet,1,GR,0.6754,12.1671,14.4801,512
W01,profile-long,512,unet,1,RHOB,-1.5929,0.0541,0.0648,512
W01,profile-long,512,unet,1,NPHI,0.4644,0.0435,0.0579,512
W01,profile-long,512,unet,1,all,0.9390,4.0882,8.3602,1536
W01,profile-long,512,unet,1,all_z,0.5043,0.3610,0.4556,1536
W01,profile-long,768,unet,1,GR,0.6612,13.1819,15.4877,768
W01,profile-long,768,unet,1,RHOB,-0.4748,0.0569,0.0662,768
W01,profile-long,768,unet,1,NPHI,0.5215,0.0441,0.0571,768
W01,profile-long,768,unet,1,all,0.9191,4.4276,8.9420,2304
W01,profile-long,768,unet,1,all_z,0.5787,0.3780,0.4638,2304
W01,profile-long,1024,unet,1,GR,0.6602,14.4576,16.7983,1024
W01,profile-long,1024,unet,1,RHOB,-0.0430,0.0581,0.0689,1024
W01,profile-long,1024,unet,1,NPHI,0.6164,0.0427,0.0560,1024
W01,profile-long,1024,unet,1,all,0.9018,4.8528,9.6986,3072
W01,profile-long,1024,unet,1,all_z,0.6329,0.3881,0.4766,3072
W01,profile-long,1536,unet,1,GR,0.3646,19.4173,24.4769,1536
W01,profile-long,1536,unet,1,RHOB,-0.7438,0.0687,0.0839,1536
W01,profile-long,1536,unet,1,NPHI,0.4796,0.0469,0.0604,1536
W01,profile-long,1536,unet,1,all,0.7495,6.5109,14.1319,4608
W01,profile-long,1536,unet,1,all_z,0.4536,0.4695,0.5963,4608
W01,profile-long,2048,unet,1,GR,0.2354,20.9656,25.7624,2048
W01,profile-long,2048,unet,1,RHOB,-0.6984,0.0688,0.0826,2048
W01,profile-long,2048,unet,1,NPHI,0.4683,0.0456,0.0581,2048
W01,profile-long,2048,unet,1,all,0.6901,7.0267,14.8740,6144
W01,profile-long,2048,unet,1,all_z,0.4549,0.4803,0.6020,6144
W01,blackout-long,256,unet,1,RHOB,-3.3423,0.0643,0.0759,256
W01,blackout-long,256,unet,1,NPHI,0.5435,0.0455,0.0537,256
W01,blackout-long,256,unet,1,all,0.9968,0.0549,0.0657,512
W01,blackout-long,256,unet,1,all_z,0.3228,0.4077,0.4819,512
W01,blackout-long,384,unet,1,RHOB,-2.4761,0.0580,0.0757,384
W01,blackout-long,384,unet,1,NPHI,0.6621,0.0381,0.0481,384
W01,blackout-long,384,unet,1,all,0.9971,0.0481,0.0634,768
W01,blackout-long,384,unet,1,all_z,0.4656,0.3536,0.4539,768
W01,blackout-long,512,unet,1,RHOB,-5.6897,0.0800,0.1041,512
W01,blackout-long,512,unet,1,NPHI,0.2758,0.0551,0.0674,512
W01,blackout-long,512,unet,1,all,0.9944,0.0676,0.0877,1024
W01,blackout-long,512,unet,1,all_z,-0.1115,0.5001,0.6299,1024
W01,blackout-long,768,unet,1,RHOB,-4.3974,0.0969,0.1267,768
W01,blackout-long,768,unet,1,NPHI,0.1334,0.0634,0.0768,768
W01,blackout-long,768,unet,1,all,0.9922,0.0801,0.1047,1536
W01,blackout-long,768,unet,1,all_z,-0.1535,0.5895,0.7420,1536
W01,blackout-long,1024,unet,1,RHOB,-2.7863,0.1041,0.1313,1024
W01,blackout-long,1024,unet,1,NPHI,0.2022,0.0672,0.0808,1024
W01,blackout-long,1024,unet,1,all,0.9917,0.0857,0.1090,2048
W01,blackout-long,1024,unet,1,all_z,-0.0187,0.6291,0.7745,2048
W01,blackout-long,1536,unet,1,RHOB,-3.3234,0.1075,0.1321,1536
