method,scenario,log,seed,mae,rmse,r2,cc,n
brits,blackout,all,3,9.141627367574262,19.393320285429414,0.6034674970977917,0.7798406221091723,284942
brits,blackout,GR,3,28.26201325098708,34.223557613369174,0.0684711375388325,0.2906474151244119,91495
brits,blackout,RHOB,3,0.1170469580905375,0.15621194032184024,0.025379449291404566,0.2072853513893115,98727
brits,blackout,NPHI,3,0.07859995714609033,0.09379112001043201,0.15273146340528698,0.4368231997765225,94720
gnn,single,all,3,8.067380635889785,17.862516981292153,0.6817311763101804,0.8365199145957615,3975
gnn,single,GR,3,23.576522423184347,30.61674140937706,0.28523400573511026,0.6104289284416685,1353
gnn,single,RHOB,3,0.07361941022275495,0.09853383534361868,0.5320614289520147,0.7330652771121675,1293
gnn,single,NPHI,3,0.05538998621178159,0.07284397161828177,0.4950929147615456,0.7222007623014672,1329
gnn,block,all,3,6.4956206129607805,15.666955793316804,0.7113995145298602,0.8550026023716198,48760
gnn,block,GR,3,22.430542249136476,29.217138657704584,0.345111586186195,0.642841547687696,14020
gnn,block,RHOB,3,0.07059831603232106,0.09774080869996012,0.5486070864167614,0.7453229415139028,16360
gnn,block,NPHI,3,0.05959033214284565,0.07631782924168781,0.4085421706630811,0.6639305296526151,18380
gnn,profile,all,3,7.886504531496277,17.359442805032945,0.7064944484264741,0.8526447629561931,205312
gnn,profile,GR,3,24.011918287064226,30.37169096939644,0.24061185233118165,0.6076644822227296,67072
gnn,profile,RHOB,3,0.06476234375038964,0.08889767760973528,0.5951834142621759,0.7733314278138705,65792
gnn,profile,NPHI,3,0.06081314736867848,0.07738339921792327,0.463736145911248,0.6939875350939706,72448
gnn,blackout,all,3,8.324291034897803,18.397499574309734,0.6431447796028988,0.8097327979826701,284942
gnn,blackout,GR,3,25.715653649504006,32.46615943515558,0.1616838305651983,0.47457177105630344,91495
gnn,blackout,RHOB,3,0.1087856139231797,0.14753173466194483,0.13068332825727347,0.4095700111768924,98727
gnn,blackout,NPHI,3,0.08811579496079643,0.11040431439872127,-0.17400440214781687,0.15080857214243348,94720
locf,single,all,3,0.8243021075516858,2.5848175756120426,0.9933354844484427,0.9966786729097727,3975
locf,single,GR,3,2.4022311503501266,4.430399045550771,0.9850331074870599,0.9925304281157523,1353
locf,single,RHOB,3,0.011972295435841288,0.021703971197192726,0.9772963084416304,0.9886284534997727,1293
locf,single,NPHI,3,0.008203124977943283,0.012658617139961846,0.9847525660137578,0.9924015752970408,1329
locf,block,all,3,3.6589368198882526,10.767733539759005,0.8636747128697416,0.932403327743519,48760
locf,block,GR,3,12.574586809922897,20.080308140092683,0.6906624157102919,0.8451178687882005,14020
locf,block,RHOB,3,0.07131995931814236,0.11077687745028135,0.42016941593342705,0.7038337556917863,16360
locf,block,NPHI,3,0.05153741720279474,0.07580741056718675,0.4164271325494424,0.6924535777172052,18380
locf,profile,all,3,9.696462784088991,20.22967871742289,0.601413368405177,0.7762690689965335,205312
locf,profile,GR,3,29.465473724770863,35.393181692113316,-0.03125265823627599,-0.36724959859712664,67072
locf,profile,RHOB,3,0.11929481279771731,0.1480212694399929,-0.12234329290507984,-0.38710592778892355,65792
locf,profile,NPHI,3,0.09169706735120718,0.1082199009435915,-0.048810878171512195,-0.3175890005923334,72448
locf,blackout,all,3,5.41147493418025,14.132050481204038,0.7894356657584021,0.8932267765759618,284942
locf,blackout,GR,3,16.701968582487282,24.938826228095774,0.5053499845375814,0.7429712949533541,91495
locf,blackout,RHOB,3,0.08128978287398363,0.12772891508642767,0.34839327533700337,0.6591612091545516,98727
locf,blackout,NPHI,3,0.06106818883778721,0.0844569954603578,0.312980775406277,0.6466248495070429,94720
mean,single,all,3,10.388426691728569,21.403230182405345,0.5430513127704526,0.737680179264124,3975
mean,single,GR,3,30.32114555178443,36.68543892765886,-0.026203258330868895,-0.3463725070778274,1353
mean,single,RHOB,3,0.11784967072509742,0.1512168098342678,-0.10209292030583561,-0.40742726072488133,1293
mean,single,NPHI,3,0.08811628578568509,0.10492797314424832,-0.04762728227045465,-0.2915647083458602,1329
mean,block,all,3,8.630118451847055,19.62192611285668,0.5472993757530984,0.7424544434687589,48760
mean,block,GR,3,29.76611950380486,36.59257094414359,-0.027253881155120396,-0.2767974077479299,14020
mean,block,RHOB,3,0.11685782430515895,0.1514948039842465,-0.0844220902548245,-0.37081724754488204,16360
mean,block,NPHI,3,0.08551611877507627,0.10198360222561095,-0.056166681770332794,-0.3272650085979439,18380
mean,profile,all,3,9.696462784088991,20.22967871742289,0.601413368405177,0.7762690689965335,205312
mean,profile,GR,3,29.465473724770863,35.393181692113316,-0.03125265823627599,-0.36724959859712664,67072
mean,profile,RHOB,3,0.11929481279771731,0.1480212694399929,-0.12234329290507984,-0.38710592778892355,65792
mean,profile,NPHI,3,0.09169706735120718,0.1082199009435915,-0.048810878171512195,-0.3175890005923334,72448
mean,blackout,all,3,9.59810745252747,20.33807506515304,0.5638919099661717,0.7514752787647004,284942
mean,blackout,GR,3,29.661252502790795,35.89075274745594,-0.02449806582234748,-0.31943882909975657,91495
mean,blackout,RHOB,3,0.12860256209683502,0.16460040614290772,-0.08210378442081745,-0.4010096653717374,98727
mean,blackout,NPHI,3,0.08816607735541372,0.10445750162605807,-0.05093753568548598,-0.30063811745271124,94720
mice,single,all,3,7.142943453162955,17.750654560529817,0.6857049548013983,0.8282704833432273,3975
mice,single,GR,3,20.870463878422953,30.425038106219525,0.29415683806107007,0.5472370453454092,1353
mice,single,RHOB,3,0.07636743346020314,0.09904059801493494,0.5272358054935887,0.7271314367114415,1293
mice,single,NPHI,3,0.04267833510342287,0.05554215405334981,0.7064583916284148,0.8430958536204917,1329
mice,block,all,3,6.11027008037281,15.77604898865787,0.707366316693922,0.8411765371320282,48760
mice,block,GR,3,21.105051124293606,29.420624157984456,0.33595775699088204,0.5800339908332889,14020
mice,block,RHOB,3,0.07491756370131719,0.10253158777366318,0.5032724518546181,0.7211302025499547,16360
mice,block,NPHI,3,0.04452127389707607,0.05857259769164296,0.6516139650727693,0.8075902116129486,18380
mice,profile,all,3,6.749787299444964,16.395921378775824,0.7381718049289907,0.8593757816018612,205312
mice,profile,GR,3,20.54239073638735,28.68593966564454,0.3225706150334444,0.5758528363833971,67072
mice,profile,RHOB,3,0.07227558601314224,0.09491028377630471,0.5385719298132545,0.7377370379096513,65792
mice,profile,NPHI,3,0.044693341399286914,0.05783116126842896,0.7004931598006259,0.8395434591408286,72448
mice,blackout,all,3,9.886410906015595,21.371841940712876,0.5184311816512622,0.7365943770756176,284942
mice,blackout,GR,3,30.573586219208746,37.71515673809101,-0.13130014454744865,0.21978986333443462,91495
mice,blackout,RHOB,3,0.12230420650414289,0.15821826333928507,0.0001834130972098169,0.19583058334405795,98727
mice,blackout,NPHI,3,0.08075061085153327,0.09633238238920891,0.10619611729544909,0.3400712837950385,94720
rf,single,all,3,8.538490017834324,20.1946212596871,0.5932006832135057,0.7862251267985498,3975
rf,single,GR,3,24.957609504747637,34.614046786695944,0.08641133464164541,0.43843645148331767,1353
rf,single,RHOB,3,0.08327247786687864,0.11399127807460817,0.3737304226685224,0.6853816257470964,1293
rf,single,NPHI,3,0.049045031667428414,0.06507474979436902,0.5970517759120235,0.7838321516867127,1329
rf,block,all,3,7.306083868347115,18.200292465535824,0.6105205437790486,0.7984531669938623,48760
rf,block,GR,3,25.258876524196033,33.94163086749289,0.11619316531331092,0.4608890699170696,14020
rf,block,RHOB,3,0.07556636087906099,0.10714242232530104,0.45759235448083746,0.714715747738347,16360
rf,block,NPHI,3,0.04782017885720984,0.06289911627226338,0.5982454032267626,0.7824634652539988,18380
rf,profile,all,3,8.30632107190466,19.157687149175736,0.6425371519202718,0.8175649952541778,205312
rf,profile,GR,3,25.297848782708286,33.51788349150202,0.0751335106987,0.4540788238620415,67072
rf,profile,RHOB,3,0.07707479778053927,0.10694537684195596,0.41412968049209065,0.6968593103371397,65792
rf,profile,NPHI,3,0.04885122108964075,0.06417418568960492,0.6311891812788887,0.7989622680704679,72448
rf,blackout,all,3,11.351485043655902,24.113064548760196,0.3869734716861397,0.7012335983417664,284942
rf,blackout,GR,3,35.12442263263882,42.5526621057402,-0.4401226418251907,0.07776260372435338,91495
rf,blackout,RHOB,3,0.13010329648963886,0.17363976887478094,-0.2042190941730484,0.10468166133047516,98727
rf,blackout,NPHI,3,0.08404871604284996,0.10333868182445123,-0.028545408823002827,0.23322466764419858,94720
saits,single,all,3,0.711828978790802,3.1348077408838093,0.9901976408489818,0.9951061262182646,3975
saits,single,GR,3,2.078958939906851,5.373145801699329,0.9779857851410465,0.9892082801546696,1353
saits,single,RHOB,3,0.00806606157012255,0.015020853231970662,0.9891255506561734,0.9948760355474904,1293
saits,single,NPHI,3,0.0047098023997741685,0.006698915811024421,0.9957299469390928,0.9981830515370076,1329
saits,block,all,3,5.253421161859507,13.534865386755909,0.7846049577737838,0.8868519698188854,48760
saits,block,GR,3,18.107745916391064,25.240904852268027,0.5112331044475914,0.7465385856843937,14020
saits,block,RHOB,3,0.07988516341503209,0.10981489234711889,0.43019617391980247,0.7121333522092315,16360
saits,block,NPHI,3,0.053280567518872196,0.06800709643006948,0.5303436126152181,0.7894460310780149,18380
saits,profile,all,3,9.33562940168656,19.51320382894654,0.629146894772971,0.7932619662606746,205312
saits,profile,GR,3,28.36879317465288,34.139668448556314,0.04050112891946578,0.238798909247824,67072
saits,profile,RHOB,3,0.11733106126218802,0.14354102698270946,-0.055430316842078,0.07060789913230386,65792
saits,profile,NPHI,3,0.08620807649888586,0.1010538619512604,0.08548938672367967,0.3825315443763411,72448
saits,blackout,all,3,7.9611306385619836,17.473929801090787,0.678074317851897,0.8238407264311216,284942
saits,blackout,GR,3,24.607487491607873,30.83640175794513,0.24373604872334897,0.5342013463900129,91495
saits,blackout,RHOB,3,0.10712562410734879,0.13912384439509334,0.2269452537820995,0.5183090471663689,98727
saits,blackout,NPHI,3,0.06780222632200142,0.0841824080561012,0.31744080051924395,0.5907645515791313,94720
stgnn,single,all,3,6.070879571252274,14.088955930297208,0.8019994434464983,0.9002511804051224,3975
stgnn,single,GR,3,17.730829407028022,24.148754169696737,0.5553324772209103,0.7642125578914123,1353
stgnn,single,RHOB,3,0.06100384034763817,0.07990891834476781,0.6922425510960836,0.8344853496059247,1293
stgnn,single,NPHI,3,0.04744630733587582,0.06352903082811731,0.6159668699108697,0.8009184643344457,1329
stgnn,block,all,3,6.060556779541461,15.38288321332945,0.7217704155559075,0.8592557810378547,48760
stgnn,block,GR,3,20.920619119226817,28.687361606844952,0.36864567581051433,0.6475445849622489,14020
stgnn,block,RHOB,3,0.07300946428315272,0.1015475030688246,0.5127617452244138,0.7293516224595311,16360
stgnn,block,NPHI,3,0.05501815469038701,0.07217225214127113,0.4710528486301596,0.7067943886838096,18380
stgnn,profile,all,3,7.053070990401496,16.099279898430193,0.7475602975386477,0.8702589240194932,205312
stgnn,profile,GR,3,21.46489957823854,28.166904553578618,0.3468632600830258,0.6387080345942862,67072
stgnn,profile,RHOB,3,0.06655905410966288,0.09347186997559491,0.5524523005411193,0.7514833832648737,65792
stgnn,profile,NPHI,3,0.05531296076790902,0.07174356019227067,0.539055361842323,0.7454398567009608,72448
stgnn,blackout,all,3,7.86799120119587,17.953659676609483,0.6601553570194749,0.8177573310165334,284942
stgnn,blackout,GR,3,24.29491543118774,31.682852021361974,0.2016477628167671,0.5053511143327177,91495
stgnn,blackout,RHOB,3,0.11168327676950095,0.15483976549610054,0.042426495787366236,0.34919662525022765,98727
stgnn,blackout,NPHI,3,0.08479419984172809,0.1093287182609055,-0.15124073540956617,0.25916865482406176,94720
unet,single,all,3,4.205564633433549,10.589857267977903,0.8881363455873478,0.9437293422192987,3975
unet,single,GR,3,12.266758781314689,18.151164195710706,0.7487795895088212,0.8734761211138199,1353
unet,single,RHOB,3,0.05953564684426056,0.07906786662538283,0.6986868322846869,0.8859399677702131,1293
unet,single,NPHI,3,0.03251707705790338,0.045694140243064306,0.8013240708888627,0.908695157538415,1329
unet,block,all,3,5.109572517428275,13.976778188808389,0.7703100637249151,0.8786704805023503,48760
unet,block,GR,3,17.6385317122205,26.065155072550194,0.4787902035639965,0.6999365464099194,14020
unet,block,RHOB,3,0.06523562593244399,0.09345841598137497,0.5872950169662701,0.7790795286579323,16360
unet,block,NPHI,3,0.04261624070818782,0.056633899186633266,0.6742947987418406,0.8321968585971254,18380
unet,profile,all,3,6.271901727692724,15.411513722384294,0.768668191929402,0.8772961153035918,205312
unet,profile,GR,3,19.086781612647172,26.96362996487392,0.401474598236217,0.6529332986667722,67072
unet,profile,RHOB,3,0.06695414730981862,0.09069206908883164,0.5786761082274108,0.7694838622082033,65792
unet,profile,NPHI,3,0.04283105030877173,0.05752655431932477,0.7036399614782596,0.8435647499712469,72448
unet,blackout,all,3,8.484405753646941,20.58882416123103,0.5530720243515115,0.765486351444904,284942
unet,blackout,GR,3,26.231925998835546,36.33337579129588,-0.04992314649114116,0.3663895351082827,91495
unet,blackout,RHOB,3,0.108963622585334,0.14822555423989583,0.12248757041492098,0.4012258898582568,98727
unet,blackout,NPHI,3,0.07090185203996953,0.09220028529280687,0.18122954142912628,0.4699583516735858,94720
xgb,single,all,3,7.867360646167548,18.651734231731048,0.6529858159060002,0.8129605245823824,3975
xgb,single,GR,3,22.99906528004874,31.969511749877903,0.22067616809205925,0.5018144176337735,1353
xgb,single,RHOB,3,0.07426238078436737,0.10293166257352944,0.48935857366694957,0.7252737299002403,1293
xgb,single,NPHI,3,0.04439577596378425,0.05922317093359537,0.6662605502643695,0.8205560276866257,1329
xgb,block,all,3,6.62522517985997,16.469860885192443,0.6810609597407211,0.8300474822909643,48760
xgb,block,GR,3,22.90490227038102,30.714550396058232,0.2762638452346948,0.5453054188716757,14020
xgb,block,RHOB,3,0.06846647221039444,0.0986122134268236,0.5405224520732461,0.7504860826664929,16360
xgb,block,NPHI,3,0.04347869716366799,0.05751370363800984,0.6640965707322548,0.8171036346155135,18380
xgb,profile,all,3,7.541510152755102,17.416267620385145,0.7045697672376365,0.8439418651666384,205312
xgb,profile,GR,3,22.96856777499366,30.471132618451747,0.2356310013551436,0.522959634379046,67072
xgb,profile,RHOB,3,0.06916642146445956,0.09673863944238609,0.5206227531448205,0.7411184748805602,65792
xgb,profile,NPHI,3,0.045055177190413354,0.05914814831216163,0.6866965152567723,0.8295240805677788,72448
xgb,blackout,all,3,20.12508557259721,42.00050311502761,-0.8598736296286067,0.6747109628525084,284942
xgb,blackout,GR,3,62.12651692928854,74.11818667192998,-3.3691361670806783,0.016111874448519848,91495
xgb,blackout,RHOB,3,0.35137492570007023,0.4257699339766375,-6.240308833778557,0.042439940916687485,98727
xgb,blackout,NPHI,3,0.16391759387825497,0.19328073755691683,-2.598112876418457,0.1718210120393365,94720
ae,single,all,4,5.519289024513385,13.061459671813918,0.8401443710122848,0.9170746932513436,3998
ae,single,GR,4,16.42784021067065,22.619949943735886,0.6001047651728069,0.7826396787545185,1333
ae,single,RHOB,4,0.07462240372907687,0.10429811009089451,0.500857820948807,0.7382472513362807,1141
ae,single,NPHI,4,0.054240391421036455,0.0709566452937461,0.5349814634546439,0.7557383196531162,1524
ae,block,all,4,6.902256124848802,14.717640278660927,0.8112808273981544,0.9037007302562061,48040
ae,block,GR,4,17.01301377387977,23.17171199226842,0.5710028788250381,0.7711497677695266,19380
ae,block,RHOB,4,0.0756699111626066,0.10293241739558767,0.5479149233785447,0.7614734606424082,14500
ae,block,NPHI,4,0.05472906695542026,0.07051077210794543,0.5055665393010561,0.7328459046233913,14160
ae,profile,all,4,8.832313225359497,20.337592991126957,0.604089480481987,0.7826760650405462,205312
ae,profile,GR,4,24.452137189891396,33.938013685005096,0.1074909376558062,0.4603161308498017,73728
ae,profile,RHOB,4,0.0910211468052599,0.12398861164278693,0.37096519391418836,0.639434682495578,83456
ae,profile,NPHI,4,0.061844692505745,0.08016172958172747,0.37456418788039514,0.6845083848599912,48128
ae,blackout,all,4,6.66594574204347,15.140759578947156,0.7739362465631479,0.8806135777807627,268456
ae,blackout,GR,4,19.33432719418729,25.88368838883357,0.4671629157811745,0.6923691695107909,91855
ae,blackout,RHOB,4,0.08997313176694365,0.1211851575045062,0.3997176718988231,0.660361988805582,86581
ae,blackout,NPHI,4,0.06408067076688169,0.08266736416183745,0.3429311767088926,0.6307686865956832,90020
brits,single,all,4,0.5793374679207414,1.8471916037177067,0.9968028103551744,0.9984445523027027,3998
brits,single,GR,4,1.7279620202787818,3.199005549112592,0.9920017875292874,0.9961928461996006,1333
brits,single,RHOB,4,0.005236282565946855,0.009136516676493964,0.9961697008401972,0.9983292154820029,1141
brits,single,NPHI,4,0.004490305320054214,0.008509098825160284,0.9933126931565389,0.9967077104341798,1524
brits,block,all,4,11.04245473081564,20.902594538754034,0.6193375410307053,0.795089297151394,48040
brits,block,GR,4,27.254626257673014,32.90951317476962,0.13467141596054932,0.43672790819179663,19380
brits,block,RHOB,4,0.10175974332053087,0.1330270785548626,0.2449148428036989,0.5317213088913398,14500
brits,block,NPHI,4,0.05715763534834914,0.06896973940076506,0.5269423355398871,0.8183269022769742,14160
brits,profile,all,4,11.340551679682562,22.391795824038677,0.5200723310410422,0.7422290409426813,205312
brits,profile,GR,4,31.382441620316563,37.36578318529413,-0.08190212198246605,0.022506093731203658,73728
brits,profile,RHOB,4,0.1327818097586692,0.16905151399220714,-0.16936263291047182,-0.369442459176357,83456
brits,profile,NPHI,4,0.07283186421765539,0.0856694287734303,0.2856676322480738,0.7020004409086508,48128
brits,blackout,all,4,9.796072296352287,20.138318718922626,0.6000718010452375,0.7769846838879969,268456
brits,blackout,GR,4,28.446234166554028,34.427289981940845,0.057355814875252986,0.2599526300265112,91855
brits,blackout,RHOB,4,0.11544198734379364,0.15225534976154131,0.052450694817907095,0.2534203970773361,86581
brits,blackout,NPHI,4,0.07654368267625312,0.09218468934085207,0.18292810302050355,0.47955394845043087,90020
gnn,single,all,4,7.795330073051508,16.540257935836124,0.7436525145962365,0.8661140101951872,3998
gnn,single,GR,4,23.246521867414838,28.6447066691511,0.3587140742129583,0.6514065356806614,1333
gnn,single,RHOB,4,0.07261926494702031,0.10013524655694542,0.5399073073668662,0.7354907976616736,1141
gnn,single,NPHI,4,0.06250485662165284,0.08022569499691183,0.405555802751673,0.6584548503559317,1524
gnn,block,all,4,9.320902407178577,18.195345608800213,0.7115568203978193,0.8575103452419693,48040
gnn,block,GR,4,23.005660513284333,28.64717396129012,0.34430525250993194,0.6671653724292534,19380
gnn,block,RHOB,4,0.07419572574516822,0.09963637021222561,0.576404223162682,0.76007219526752,14500
gnn,block,NPHI,4,0.06007153037454542,0.07784253217373427,0.39739764729752347,0.6583085735845765,14160
gnn,profile,all,4,8.155770458977589,17.355111962381994,0.7116945996307729,0.85355990881898,205312
gnn,profile,GR,4,22.58636308338982,28.96105312089679,0.35006714147751306,0.6512687648908776,73728
gnn,profile,RHOB,4,0.07579571744598494,0.10061275663084908,0.5857932433455046,0.7664935321180731,83456
gnn,profile,NPHI,4,0.06035072444876067,0.0785690780509128,0.3991695961976687,0.6634054352146743,48128
gnn,blackout,all,4,8.935078288139998,19.468190616986664,0.6262451928339092,0.7974016789479753,268456
gnn,blackout,GR,4,25.926402714344498,33.281631388099086,0.11904985763768605,0.4489807070191791,91855
gnn,blackout,RHOB,4,0.10694998378883416,0.1423106763515755,0.17218810926582406,0.45299250618663633,86581
gnn,blackout,NPHI,4,0.08826726336788193,0.11172280093008229,-0.2001245241883034,0.16283814968848612,90020
locf,single,all,4,0.9644197095338389,3.149807062879938,0.9907036511822603,0.9953577613988587,3998
locf,single,GR,4,2.8712524462712055,5.454879804698188,0.9767440909021635,0.9883664230328434,1333
locf,single,RHOB,4,0.011956539935547463,0.02012226274439345,0.9814208849698011,0.9907249580353739,1141
locf,single,NPHI,4,0.009664091712803143,0.01750940694822433,0.9716843204362415,0.9858261634204437,1524
locf,block,all,4,5.5317163973883865,13.567783862061704,0.8396173115676938,0.9207887949789487,48040
locf,block,GR,4,13.629720546438968,21.361351988437313,0.6354176779650301,0.822610900133144,19380
locf,block,RHOB,4,0.058193089164536575,0.08979013863644793,0.6559883814544334,0.8279498132086667,14500
locf,block,NPHI,4,0.05338077314019119,0.0743630884904615,0.45006450593357405,0.7168185522055416,14160
locf,profile,all,4,10.764869324837845,21.773378926039044,0.5462155607608452,0.7393033690072947,205312
locf,profile,GR,4,29.774782842982354,36.333788572280014,-0.022965914162154544,-0.3188400094411483,73728
locf,profile,RHOB,4,0.12797843290355765,0.16263226135362846,-0.0822422493074575,-0.41353896686543784,83456
locf,profile,NPHI,4,0.08812112028975574,0.1040199593018263,-0.053129906863592424,-0.26506155593957487,48128
locf,blackout,all,4,5.798357698504126,14.874006116872978,0.7818317645926465,0.8897875469317432,268456
locf,blackout,GR,4,16.813070220359624,25.4276483223994,0.4857734331440401,0.7430119948583311,91855
locf,blackout,RHOB,4,0.07817975493699292,0.12032408517599541,0.4082178902901267,0.7097445867223876,86581
locf,blackout,NPHI,4,0.06076947185392968,0.08419334250671409,0.31844927615563534,0.668889704265475,90020
mean,single,all,4,9.94959581332312,20.945330730268402,0.588927001747542,0.7681982086172836,3998
mean,single,GR,4,29.63644049029912,36.27338349621262,-0.028345578052814124,-0.3415894388699364,1333
mean,single,RHOB,4,0.11874454445634151,0.15355176694133066,-0.08188482515657891,-0.3351198631185794,1141
mean,single,NPHI,4,0.09030273154358381,0.10660680914630641,-0.049672948823550556,-0.3238016372668097,1524
mean,block,all,4,11.89221573708506,22.70760558892012,0.5507559429731663,0.7421667617655914,48040
mean,block,GR,4,29.323636245137028,35.751266150979944,-0.021223942903968673,-0.297446862608091,19380
mean,block,RHOB,4,0.12297887281713815,0.15928422455882718,-0.08258338514369479,-0.3666425221400799,14500
mean,block,NPHI,4,0.08663700020919411,0.10246098512735827,-0.044032378326811505,-0.24066200324088569,14160
mean,profile,all,4,10.764869324837845,21.773378926039044,0.5462155607608452,0.7393033690072947,205312
mean,profile,GR,4,29.774782842982354,36.333788572280014,-0.022965914162154544,-0.3188400094411483,73728
mean,profile,RHOB,4,0.12797843290355765,0.16263226135362846,-0.0822422493074575,-0.41353896686543784,83456
mean,profile,NPHI,4,0.08812112028975574,0.1040199593018263,-0.053129906863592424,-0.26506155593957487,48128
mean,blackout,all,4,10.231511699660327,21.00832241660135,0.5647704688693413,0.751624792313371,268456
mean,blackout,GR,4,29.695587201912982,35.91455928229382,-0.02584843559115102,-0.35925211110909333,91855
mean,blackout,RHOB,4,0.12839495743170945,0.16249111652760462,-0.07923479978344417,-0.3768031515609754,86581
mean,blackout,NPHI,4,0.08782469010110087,0.10443601247298771,-0.04868062258826211,-0.28731620345991626,90020
mice,single,all,4,6.287259824148166,15.197155339077216,0.7835940928751586,0.8853524063899206,3998
mice,single,GR,4,18.73960313971161,26.318711296813138,0.45863248740870577,0.6786072955332174,1333
mice,single,RHOB,4,0.07403444658759181,0.09963385568330849,0.5445032662556034,0.7381273535677632,1141
mice,single,NPHI,4,0.04731003159603343,0.061122995255960204,0.6549409898846967,0.8093792684017564,1524
mice,block,all,4,7.916096151679705,16.627546736048583,0.7591226246270497,0.8718559155965002,48040
mice,block,GR,4,19.539449646815243,26.178810145332264,0.452432149860973,0.6757434516013474,19380
mice,block,RHOB,4,0.0677142249386886,0.09357161539328471,0.6264023975678619,0.7917071312517379,14500
mice,block,NPHI,4,0.044694117923914374,0.05918912377024683,0.6515979234937289,0.8086887223757625,14160
mice,profile,all,4,7.164543868959991,16.609982974412578,0.7359195128489342,0.8579103078909336,205312
mice,profile,GR,4,19.836082042485334,27.717641368152545,0.4046774462137588,0.6367173431534635,73728
mice,profile,RHOB,4,0.07477815378960108,0.0994913462841655,0.5949751238176009,0.7716401373324024,83456
mice,profile,NPHI,4,0.04678125816343844,0.061128092913439944,0.6363109038019141,0.7985831896611749,48128
mice,blackout,all,4,10.648923559216172,22.525359378354953,0.4996440544815175,0.7224336964701823,268456
mice,blackout,GR,4,30.936293398352596,38.50813924085308,-0.17936214732162958,0.1856756663550831,91855
mice,blackout,RHOB,4,0.11680409840581059,0.14946746711949693,0.0868333440328124,0.3141078652955896,86581
mice,blackout,NPHI,4,0.07777357546306801,0.0940057087155851,0.15032833367777743,0.39788160185741195,90020
rf,single,all,4,8.445083287885117,19.82049528026608,0.63189347894575,0.8144240784561277,3998
rf,single,GR,4,25.203468126724825,34.32558356893879,0.07912897364333948,0.4597456486801545,1333
rf,single,RHOB,4,0.0783502766168713,0.11175804115714622,0.42690191822702694,0.6983251540947912,1141
rf,single,NPHI,4,0.051064505525363554,0.06618785773956451,0.595386130704052,0.7791638343793742,1524
rf,block,all,4,10.377801907218648,21.807487427655914,0.5856656710155108,0.7964679023246787,48040
rf,block,GR,4,25.632120955888453,34.334289655396816,0.05812283618546077,0.4577244410395651,19380
rf,block,RHOB,4,0.07556795328238915,0.1070545545692967,0.5109805600413818,0.7467776000669633,14500
rf,block,NPHI,4,0.04967261123382828,0.0666351466238195,0.5584258632449126,0.7633030273440423,14160
rf,profile,all,4,8.949184106103836,20.164454152632736,0.6108017504023049,0.8004293555306705,205312
rf,profile,GR,4,24.800494058031795,33.649170025686196,0.12261843140718998,0.48183785168990034,73728
rf,profile,RHOB,4,0.07706081113875186,0.10730509453127897,0.5288580602823117,0.7511177959064574,83456
rf,profile,NPHI,4,0.050965638036627646,0.06654258908445182,0.5690290705563819,0.7662818628371609,48128
rf,blackout,all,4,11.93724447517919,24.95915965410341,0.3856787679179461,0.6966545326770779,268456
rf,blackout,GR,4,34.69155736435453,42.66884734742152,-0.44798458893089665,0.07756836207597913,91855
rf,blackout,RHOB,4,0.12349239685774425,0.1639278773425322,-0.09840455607392973,0.21311349444685,86581
rf,blackout,NPHI,4,0.08153528008863274,0.10063343215447344,0.02629533679517393,0.3095343951648238,90020
saits,single,all,4,0.6373026154175021,1.6117974043017698,0.9975657487031963,0.9987981638999024,3998
saits,single,GR,4,1.8987674255256624,2.791291479838151,0.9939106164468451,0.9972092485220807,1333
saits,single,RHOB,4,0.00822807235951804,0.020509395916951053,0.9806991191182174,0.9903839100515232,1141
saits,single,NPHI,4,0.004915123130744836,0.00696976167624653,0.9955133729331727,0.9981193461510529,1524
saits,block,all,4,7.490781096675333,15.373491377023598,0.7940865698740521,0.8944991794118118,48040
saits,block,GR,4,18.470114306006025,24.20430403922606,0.5319164991061249,0.7766331755759998,19380
saits,block,RHOB,4,0.07847789836752003,0.10761156032180975,0.5058785770898901,0.7575285469481955,14500
saits,block,NPHI,4,0.054264061268166464,0.06956495697360635,0.5187420077060318,0.7783352590775767,14160
saits,profile,all,4,10.551212076707419,21.312396811837065,0.5652270408863855,0.7528421201638515,205312
saits,profile,GR,4,29.187882899125626,35.56455929767919,0.01989036955187362,0.1731810978553404,73728
saits,profile,RHOB,4,0.12461591343126871,0.15674921593617752,-0.005360543754352465,0.036264561892870854,83456
saits,profile,NPHI,4,0.0815799084711545,0.09576149631934129,0.10745435751381416,0.44353188501908236,48128
saits,blackout,all,4,8.309470807103997,17.692508016298767,0.6913157936849132,0.8327346342281096,268456
saits,blackout,GR,4,24.120939567249877,30.24606838901147,0.2724212988847695,0.5710625576019268,91855
saits,blackout,RHOB,4,0.10494134281574939,0.13424226677643922,0.2633940055882643,0.5677971051317247,86581
saits,blackout,NPHI,4,0.06679032037150089,0.08283243725053129,0.34030444065693655,0.6149636500912666,90020
stgnn,single,all,4,6.342374716605062,14.279051304150679,0.8089516839812361,0.9102560775931718,3998
stgnn,single,GR,4,18.909876663911326,24.728701916112033,0.522068572947201,0.7777066512660682,1333
stgnn,single,RHOB,4,0.06500029626590552,0.09250904902284941,0.6073190565854736,0.7838408741994903,1141
