seed,method,scenario,fold,log,r2,mae
4,locf,blackout,16,RHOB,,
4,locf,blackout,16,all,0.635575,2.894802
4,locf,blackout,17,GR,0.420938,17.913855
4,locf,blackout,17,NPHI,0.177364,0.050668
4,locf,blackout,17,RHOB,0.659069,0.039905
4,locf,blackout,17,all,0.748802,6.116944
4,locf,blackout,18,GR,-0.424687,27.642181
4,locf,blackout,18,NPHI,-0.255279,0.073333
4,locf,blackout,18,RHOB,-0.724018,0.113658
4,locf,blackout,18,all,0.825564,8.885670
4,locf,block,0,GR,-0.085807,33.333749
4,locf,block,0,NPHI,0.165021,0.064045
4,locf,block,0,RHOB,0.053293,0.070243
4,locf,block,0,all,0.499366,15.825009
4,locf,block,1,GR,-0.028579,12.956635
4,locf,block,1,NPHI,-7.639395,0.108603
4,locf,block,1,RHOB,,
4,locf,block,1,all,0.969156,2.249942
4,locf,block,2,GR,0.471224,10.392085
4,locf,block,2,NPHI,-1.452868,0.097117
4,locf,block,2,RHOB,-0.065202,0.115188
4,locf,block,2,all,0.943913,4.513549
4,locf,block,3,GR,-0.741234,22.382440
4,locf,block,3,NPHI,0.127689,0.064992
4,locf,block,3,RHOB,0.456048,0.082043
4,locf,block,3,all,0.513616,8.736614
4,locf,block,4,GR,0.796124,9.784920
4,locf,block,4,NPHI,0.771346,0.042183
4,locf,block,4,RHOB,0.803033,0.067558
4,locf,block,4,all,0.933689,4.207786
4,locf,block,5,GR,0.726382,8.100922
4,locf,block,5,NPHI,0.544634,0.047421
4,locf,block,5,RHOB,0.714428,0.055877
4,locf,block,5,all,0.908038,2.779615
4,locf,block,6,GR,0.090913,5.075022
4,locf,block,6,NPHI,-2.262153,0.058930
4,locf,block,6,RHOB,0.081762,0.032527
4,locf,block,6,all,0.952902,2.485511
4,locf,block,7,GR,-0.006083,6.900156
4,locf,block,7,NPHI,-1.481323,0.052346
4,locf,block,7,RHOB,0.461752,0.037854
4,locf,block,7,all,0.505304,3.269304
4,locf,block,8,GR,0.709678,18.066671
4,locf,block,8,NPHI,-1.667646,0.107363
4,locf,block,8,RHOB,0.632108,0.046444
4,locf,block,8,all,0.937702,10.865349
4,locf,block,9,GR,0.673194,12.020360
4,locf,block,9,NPHI,-0.812809,0.085122
4,locf,block,9,RHOB,0.222813,0.073608
4,locf,block,9,all,0.877840,5.279940
4,locf,block,10,GR,0.274632,21.673704
4,locf,block,10,NPHI,-0.200524,0.074907
4,locf,block,10,RHOB,-3.198991,0.100763
4,locf,block,10,all,0.590821,10.069522
4,locf,block,11,GR,-1.228319,7.942174
4,locf,block,11,NPHI,-0.584737,0.034603
4,locf,block,11,RHOB,-0.315831,0.071584
4,locf,block,11,all,-0.107640,4.395786
4,locf,block,12,GR,-0.181279,17.386274
4,locf,block,12,NPHI,0.286079,0.063934
4,locf,block,12,RHOB,0.490940,0.085462
4,locf,block,12,all,0.644393,7.478852
4,locf,block,13,GR,0.569902,14.800518
4,locf,block,13,NPHI,-0.710405,0.092812
4,locf,block,13,RHOB,0.138182,0.044920
4,locf,block,13,all,0.888726,6.943956
4,locf,block,14,GR,0.566031,7.010074
4,locf,block,14,NPHI,-2.408429,0.071088
4,locf,block,14,RHOB,0.112213,0.042146
4,locf,block,14,all,0.823459,4.226119
4,locf,block,15,GR,0.712996,10.833857
4,locf,block,15,NPHI,0.164818,0.044067
4,locf,block,15,RHOB,0.211128,0.085328
4,locf,block,15,all,0.905287,4.823411
4,locf,block,16,GR,,
4,locf,block,16,NPHI,-0.157476,0.024675
4,locf,block,16,RHOB,,
4,locf,block,16,all,-0.157476,0.024675
4,locf,block,17,GR,0.680008,12.230366
4,locf,block,17,NPHI,0.612424,0.036544
4,locf,block,17,RHOB,0.622029,0.038939
4,locf,block,17,all,0.848211,4.341029
4,locf,block,18,GR,-0.129195,23.531236
4,locf,block,18,NPHI,0.586465,0.049447
4,locf,block,18,RHOB,-0.139326,0.078915
4,locf,block,18,all,0.770348,12.489071
4,locf,profile,0,GR,-0.003063,38.432046
4,locf,profile,0,NPHI,-0.039488,0.070828
4,locf,profile,0,RHOB,-0.051683,0.110211
4,locf,profile,0,all,0.487965,13.630931
4,locf,profile,1,GR,,
4,locf,profile,1,NPHI,,
4,locf,profile,1,RHOB,-0.055163,0.082601
4,locf,profile,1,all,-0.055163,0.082601
4,locf,profile,2,GR,-1.933668,29.137337
4,locf,profile,2,NPHI,-0.646274,0.063634
4,locf,profile,2,RHOB,-0.001257,0.134485
4,locf,profile,2,all,0.719676,10.812288
4,locf,profile,3,GR,-0.535712,25.901326
4,locf,profile,3,NPHI,-0.187935,0.089443
4,locf,profile,3,RHOB,-0.817109,0.154144
4,locf,profile,3,all,0.346584,9.985334
4,locf,profile,4,GR,-0.205794,32.003604
4,locf,profile,4,NPHI,-0.093111,0.089858
4,locf,profile,4,RHOB,-0.180072,0.121283
4,locf,profile,4,all,0.612130,11.501092
4,locf,profile,5,GR,-0.288148,23.590852
4,locf,profile,5,NPHI,-0.103731,0.096013
4,locf,profile,5,RHOB,-0.772089,0.159739
4,locf,profile,5,all,0.545980,8.364491
4,locf,profile,6,GR,-0.380908,7.799112
4,locf,profile,6,NPHI,-11.569672,0.135906
4,locf,profile,6,RHOB,-4.565081,0.127245
4,locf,profile,6,all,0.941688,2.918589
4,locf,profile,7,GR,-15.428261,35.981398
4,locf,profile,7,NPHI,-6.186159,0.119345
4,locf,profile,7,RHOB,-0.610368,0.102950
4,locf,profile,7,all,-5.326921,14.457609
4,locf,profile,8,GR,-2.454861,78.013101
4,locf,profile,8,NPHI,-0.260218,0.062094
4,locf,profile,8,RHOB,-0.259498,0.154066
4,locf,profile,8,all,0.241529,36.074856
4,locf,profile,9,GR,-0.001168,27.137113
4,locf,profile,9,NPHI,-0.593216,0.086282
4,locf,profile,9,RHOB,-0.158792,0.126794
4,locf,profile,9,all,0.559697,10.626306
4,locf,profile,10,GR,-0.004946,34.977642
4,locf,profile,10,NPHI,-0.029645,0.060103
4,locf,profile,10,RHOB,-0.010339,0.106006
4,locf,profile,10,all,0.538118,13.179044
4,locf,profile,11,GR,-15.411389,39.024489
4,locf,profile,11,NPHI,-1.490280,0.094264
4,locf,profile,11,RHOB,-0.061866,0.083169
4,locf,profile,11,all,-7.870402,16.310568
4,locf,profile,12,GR,-0.274864,21.651285
4,locf,profile,12,NPHI,-0.651302,0.100044
4,locf,profile,12,RHOB,-1.139364,0.191739
4,locf,profile,12,all,0.580108,7.942603
4,locf,profile,13,GR,-0.328146,31.206406
4,locf,profile,13,NPHI,-0.129600,0.089189
4,locf,profile,13,RHOB,-0.820895,0.121584
4,locf,profile,13,all,0.623486,10.061600
4,locf,profile,14,GR,-2.929499,24.076211
4,locf,profile,14,NPHI,-10.346757,0.120541
4,locf,profile,14,RHOB,-1.397784,0.129157
4,locf,profile,14,all,-0.258146,11.180318
4,locf,profile,15,GR,-0.076268,24.810482
4,locf,profile,15,NPHI,-0.007348,0.077883
4,locf,profile,15,RHOB,-0.752844,0.104041
4,locf,profile,15,all,0.589967,8.336615
4,locf,profile,16,GR,,
4,locf,profile,16,NPHI,,
4,locf,profile,16,RHOB,-1.016039,0.071716
4,locf,profile,16,all,-1.016039,0.071716
4,locf,profile,17,GR,-0.002108,31.983657
4,locf,profile,17,NPHI,-0.234406,0.080743
4,locf,profile,17,RHOB,-0.396222,0.098503
4,locf,profile,17,all,0.565134,11.259788
4,locf,profile,18,GR,-1.502189,42.884305
4,locf,profile,18,NPHI,-0.424952,0.063221
4,locf,profile,18,RHOB,-0.172981,0.112869
4,locf,profile,18,all,0.543178,17.214824
4,locf,single,0,GR,0.933914,6.413271
4,locf,single,0,NPHI,0.934943,0.010596
4,locf,single,0,RHOB,0.860204,0.035527
4,locf,single,0,all,0.979588,2.274763
4,locf,single,1,GR,,
4,locf,single,1,NPHI,,
4,locf,single,1,RHOB,0.966219,0.010967
4,locf,single,1,all,0.966219,0.010967
4,locf,single,2,GR,0.958165,2.644552
4,locf,single,2,NPHI,0.964847,0.012307
4,locf,single,2,RHOB,0.947517,0.022090
4,locf,single,2,all,0.996614,0.845602
4,locf,single,3,GR,0.964990,2.655874
4,locf,single,3,NPHI,0.978222,0.010215
4,locf,single,3,RHOB,0.961837,0.018105
4,locf,single,3,all,0.987396,0.906927
4,locf,single,4,GR,0.994430,1.828485
4,locf,single,4,NPHI,0.952319,0.011510
4,locf,single,4,RHOB,0.976268,0.017008
4,locf,single,4,all,0.998427,0.564565
4,locf,single,5,GR,0.967982,1.454840
4,locf,single,5,NPHI,0.976769,0.009800
4,locf,single,5,RHOB,0.986020,0.011634
4,locf,single,5,all,0.989060,0.492037
4,locf,single,6,GR,0.996560,0.488507
4,locf,single,6,NPHI,0.928274,0.006615
4,locf,single,6,RHOB,0.975416,0.007456
4,locf,single,6,all,0.999772,0.138270
4,locf,single,7,GR,0.843920,1.462654
4,locf,single,7,NPHI,0.976249,0.006467
4,locf,single,7,RHOB,0.894032,0.018040
4,locf,single,7,all,0.968149,0.301176
4,locf,single,8,GR,0.988755,3.490431
4,locf,single,8,NPHI,0.945098,0.008801
4,locf,single,8,RHOB,0.962821,0.022020
4,locf,single,8,all,0.997941,1.083122
4,locf,single,9,GR,0.994315,3.146560
4,locf,single,9,NPHI,0.908115,0.011262
4,locf,single,9,RHOB,0.978849,0.012875
4,locf,single,9,all,0.997116,1.056719
4,locf,single,10,GR,0.864899,5.924794
4,locf,single,10,NPHI,0.920148,0.016030
4,locf,single,10,RHOB,0.939531,0.020540
4,locf,single,10,all,0.942724,1.740735
4,locf,single,11,GR,0.990175,0.714907
4,locf,single,11,NPHI,0.986454,0.005299
4,locf,single,11,RHOB,0.988169,0.007631
4,locf,single,11,all,0.997212,0.183284
4,locf,single,12,GR,0.930911,2.464274
4,locf,single,12,NPHI,0.941879,0.013383
4,locf,single,12,RHOB,0.973961,0.017173
4,locf,single,12,all,0.983205,0.774984
4,locf,single,13,GR,0.987696,2.271666
4,locf,single,13,NPHI,0.977343,0.007211
4,locf,single,13,RHOB,0.984417,0.010606
4,locf,single,13,all,0.997297,0.778009
4,locf,single,14,GR,0.986176,1.000218
4,locf,single,14,NPHI,0.980409,0.005006
4,locf,single,14,RHOB,0.991009,0.005187
4,locf,single,14,all,0.997847,0.311267
4,locf,single,15,GR,0.870660,3.099393
4,locf,single,15,NPHI,0.973691,0.009598
4,locf,single,15,RHOB,0.965665,0.011205
4,locf,single,15,all,0.948158,1.040006
4,locf,single,16,GR,,
4,locf,single,16,NPHI,,
4,locf,single,16,RHOB,0.973992,0.007560
4,locf,single,16,all,0.973992,0.007560
4,locf,single,17,GR,0.973957,3.814304
4,locf,single,17,NPHI,0.969105,0.007660
4,locf,single,17,RHOB,0.991829,0.006526
4,locf,single,17,all,0.989908,1.406508
4,locf,single,18,GR,0.979842,4.035596
4,locf,single,18,NPHI,0.958983,0.012103
4,locf,single,18,RHOB,0.937338,0.022487
4,locf,single,18,all,0.996721,1.355344
4,mean,blackout,0,GR,-0.067254,38.523306
4,mean,blackout,0,NPHI,-0.305794,0.076207
4,mean,blackout,0,RHOB,-0.021170,0.103760
4,mean,blackout,0,all,0.559928,12.672581
4,mean,blackout,1,GR,-3.705491,47.826256
4,mean,blackout,1,NPHI,-1.387052,0.068315
4,mean,blackout,1,RHOB,-0.000477,0.074669
4,mean,blackout,1,all,0.469459,23.948780
4,mean,blackout,2,GR,-2.841777,33.911926
4,mean,blackout,2,NPHI,-0.212944,0.067126
4,mean,blackout,2,RHOB,-0.041195,0.121690
4,mean,blackout,2,all,0.700757,11.891709
4,mean,blackout,3,GR,-0.355654,23.799058
4,mean,blackout,3,NPHI,-0.185728,0.092026
4,mean,blackout,3,RHOB,-0.742958,0.160967
4,mean,blackout,3,all,0.511027,8.234933
4,mean,blackout,4,GR,-0.237170,29.903738
4,mean,blackout,4,NPHI,-0.007960,0.084279
4,mean,blackout,4,RHOB,-0.033452,0.122306
4,mean,blackout,4,all,0.647075,10.357972
4,mean,blackout,5,GR,-0.495691,23.813255
4,mean,blackout,5,NPHI,-0.276738,0.097589
4,mean,blackout,5,RHOB,-0.443288,0.149322
4,mean,blackout,5,all,0.475901,8.300380
4,mean,blackout,6,GR,-0.179758,7.645146
4,mean,blackout,6,NPHI,-11.122386,0.134069
4,mean,blackout,6,RHOB,-2.595233,0.119525
4,mean,blackout,6,all,0.945958,2.829146
4,mean,blackout,7,GR,-11.709203,35.462565
4,mean,blackout,7,NPHI,-4.090825,0.117461
4,mean,blackout,7,RHOB,-0.899130,0.113297
4,mean,blackout,7,all,-3.858466,12.480416
4,mean,blackout,8,GR,-1.970800,68.350297
4,mean,blackout,8,NPHI,-0.215676,0.053586
4,mean,blackout,8,RHOB,-1.665778,0.160334
4,mean,blackout,8,all,0.415988,21.388049
4,mean,blackout,9,GR,-0.255227,44.673940
4,mean,blackout,9,NPHI,-0.001864,0.090794
4,mean,blackout,9,RHOB,-0.542909,0.134961
4,mean,blackout,9,all,0.499989,15.224929
4,mean,blackout,10,GR,-0.109343,34.761506
4,mean,blackout,10,NPHI,-0.003363,0.073046
4,mean,blackout,10,RHOB,-0.003902,0.093499
4,mean,blackout,10,all,0.603013,12.847481
4,mean,blackout,11,GR,-25.483337,39.950428
4,mean,blackout,11,NPHI,-1.318964,0.085524
4,mean,blackout,11,RHOB,-0.037047,0.089548
4,mean,blackout,11,all,-9.934854,13.060577
4,mean,blackout,12,GR,-0.325585,19.967579
4,mean,blackout,12,NPHI,-0.606683,0.106527
4,mean,blackout,12,RHOB,-0.972786,0.193444
4,mean,blackout,12,all,0.631516,6.757770
4,mean,blackout,13,GR,-0.590705,32.151387
4,mean,blackout,13,NPHI,-0.015043,0.093396
4,mean,blackout,13,RHOB,-1.359982,0.128122
4,mean,blackout,13,all,0.651166,11.131323
4,mean,blackout,14,GR,-6.721761,27.143702
4,mean,blackout,14,NPHI,-3.876754,0.099797
4,mean,blackout,14,RHOB,-1.613340,0.123381
4,mean,blackout,14,all,-0.638411,8.540402
4,mean,blackout,15,GR,-0.479766,25.703234
4,mean,blackout,15,NPHI,-0.036695,0.081645
4,mean,blackout,15,RHOB,-0.268284,0.101621
4,mean,blackout,15,all,0.364499,9.271182
4,mean,blackout,16,GR,-57.415960,38.445042
4,mean,blackout,16,NPHI,-12.882291,0.099195
4,mean,blackout,16,RHOB,,
4,mean,blackout,16,all,-11.726236,19.272118
4,mean,blackout,17,GR,-0.000001,31.351346
4,mean,blackout,17,NPHI,-0.200686,0.077914
4,mean,blackout,17,RHOB,-0.411110,0.106396
4,mean,blackout,17,all,0.566196,10.713325
4,mean,blackout,18,GR,-2.467774,48.129896
4,mean,blackout,18,NPHI,-0.277111,0.080141
4,mean,blackout,18,RHOB,-0.213715,0.107411
4,mean,blackout,18,all,0.575419,15.422977
4,mean,block,0,GR,-0.058024,36.775892
4,mean,block,0,NPHI,-0.084629,0.076134
4,mean,block,0,RHOB,-0.131991,0.090325
4,mean,block,0,all,0.512176,17.463964
4,mean,block,1,GR,-7.238228,39.383369
4,mean,block,1,NPHI,-1.884033,0.063400
4,mean,block,1,RHOB,,
4,mean,block,1,all,0.753030,6.616728
4,mean,block,2,GR,-1.152731,22.342737
4,mean,block,2,NPHI,-0.129308,0.064508
4,mean,block,2,RHOB,-0.034250,0.138669
4,mean,block,2,all,0.771688,9.629978
4,mean,block,3,GR,-0.068028,19.311767
4,mean,block,3,NPHI,-0.339448,0.088171
4,mean,block,3,RHOB,-0.674887,0.152258
4,mean,block,3,all,0.701648,7.574469
4,mean,block,4,GR,-0.111918,28.933733
4,mean,block,4,NPHI,-0.065316,0.095258
4,mean,block,4,RHOB,-0.001766,0.123769
4,mean,block,4,all,0.638348,12.412360
4,mean,block,5,GR,-0.196174,23.120882
4,mean,block,5,NPHI,-0.030263,0.087382
4,mean,block,5,RHOB,-0.433642,0.142044
4,mean,block,5,all,0.597972,7.911879
4,mean,block,6,GR,-0.328880,7.484975
4,mean,block,6,NPHI,-10.179004,0.118400
4,mean,block,6,RHOB,-7.361393,0.128757
4,mean,block,6,all,0.931141,3.700297
4,mean,block,7,GR,-16.934252,37.877160
4,mean,block,7,NPHI,-5.272232,0.094469
4,mean,block,7,RHOB,-2.892285,0.119460
4,mean,block,7,all,-7.818112,17.884114
4,mean,block,8,GR,-3.465102,78.407536
4,mean,block,8,NPHI,-0.000343,0.059269
4,mean,block,8,RHOB,-2.347328,0.166302
4,mean,block,8,all,0.041876,47.099150
4,mean,block,9,GR,-0.024726,22.027603
4,mean,block,9,NPHI,-4.464832,0.161774
4,mean,block,9,RHOB,-1.039132,0.168052
4,mean,block,9,all,0.616959,9.685509
4,mean,block,10,GR,-0.000700,40.569291
4,mean,block,10,NPHI,-0.062348,0.077691
4,mean,block,10,RHOB,-0.002713,0.067107
4,mean,block,10,all,0.435514,18.802939
4,mean,block,11,GR,-27.842198,39.636952
4,mean,block,11,NPHI,-2.979423,0.060088
4,mean,block,11,RHOB,-0.082195,0.076667
4,mean,block,11,all,-13.336074,21.832751
4,mean,block,12,GR,-0.154534,19.526209
4,mean,block,12,NPHI,-0.720535,0.109342
4,mean,block,12,RHOB,-0.990882,0.170188
4,mean,block,12,all,0.652424,8.431008
4,mean,block,13,GR,-0.504097,31.530322
4,mean,block,13,NPHI,-0.016183,0.074494
4,mean,block,13,RHOB,-2.343006,0.126494
4,mean,block,13,all,0.610869,14.767401
4,mean,block,14,GR,-1.780287,22.001333
4,mean,block,14,NPHI,-1.563210,0.058948
4,mean,block,14,RHOB,-2.433015,0.105129
4,mean,block,14,all,-0.131015,13.237720
4,mean,block,15,GR,-0.009188,22.105960
4,mean,block,15,NPHI,-0.918903,0.076099
4,mean,block,15,RHOB,-0.057131,0.114444
4,mean,block,15,all,0.666971,9.824093
4,mean,block,16,GR,,
4,mean,block,16,NPHI,-9.638563,0.097222
4,mean,block,16,RHOB,,
4,mean,block,16,all,-9.638563,0.097222
4,mean,block,17,GR,-0.012122,32.002337
4,mean,block,17,NPHI,-0.286493,0.080881
4,mean,block,17,RHOB,-0.402896,0.098208
4,mean,block,17,all,0.519898,11.352945
4,mean,block,18,GR,-1.869187,46.447492
4,mean,block,18,NPHI,-0.004613,0.091343
4,mean,block,18,RHOB,-0.423984,0.096817
4,mean,block,18,all,0.416475,24.634336
4,mean,profile,0,GR,-0.003063,38.432046
4,mean,profile,0,NPHI,-0.039488,0.070828
4,mean,profile,0,RHOB,-0.051683,0.110211
4,mean,profile,0,all,0.487965,13.630931
4,mean,profile,1,GR,,
4,mean,profile,1,NPHI,,
4,mean,profile,1,RHOB,-0.055163,0.082601
4,mean,profile,1,all,-0.055163,0.082601
4,mean,profile,2,GR,-1.933668,29.137337
4,mean,profile,2,NPHI,-0.646274,0.063634
4,mean,profile,2,RHOB,-0.001257,0.134485
4,mean,profile,2,all,0.719676,10.812288
4,mean,profile,3,GR,-0.535712,25.901326
4,mean,profile,3,NPHI,-0.187935,0.089443
4,mean,profile,3,RHOB,-0.817109,0.154144
4,mean,profile,3,all,0.346584,9.985334
4,mean,profile,4,GR,-0.205794,32.003604
4,mean,profile,4,NPHI,-0.093111,0.089858
4,mean,profile,4,RHOB,-0.180072,0.121283
4,mean,profile,4,all,0.612130,11.501092
4,mean,profile,5,GR,-0.288148,23.590852
4,mean,profile,5,NPHI,-0.103731,0.096013
4,mean,profile,5,RHOB,-0.772089,0.159739
4,mean,profile,5,all,0.545980,8.364491
4,mean,profile,6,GR,-0.380908,7.799112
4,mean,profile,6,NPHI,-11.569672,0.135906
4,mean,profile,6,RHOB,-4.565081,0.127245
4,mean,profile,6,all,0.941688,2.918589
4,mean,profile,7,GR,-15.428261,35.981398
4,mean,profile,7,NPHI,-6.186159,0.119345
4,mean,profile,7,RHOB,-0.610368,0.102950
4,mean,profile,7,all,-5.326921,14.457609
4,mean,profile,8,GR,-2.454861,78.013101
4,mean,profile,8,NPHI,-0.260218,0.062094
4,mean,profile,8,RHOB,-0.259498,0.154066
4,mean,profile,8,all,0.241529,36.074856
4,mean,profile,9,GR,-0.001168,27.137113
4,mean,profile,9,NPHI,-0.593216,0.086282
4,mean,profile,9,RHOB,-0.158792,0.126794
4,mean,profile,9,all,0.559697,10.626306
4,mean,profile,10,GR,-0.004946,34.977642
4,mean,profile,10,NPHI,-0.029645,0.060103
4,mean,profile,10,RHOB,-0.010339,0.106006
4,mean,profile,10,all,0.538118,13.179044
4,mean,profile,11,GR,-15.411389,39.024489
4,mean,profile,11,NPHI,-1.490280,0.094264
4,mean,profile,11,RHOB,-0.061866,0.083169
4,mean,profile,11,all,-7.870402,16.310568
4,mean,profile,12,GR,-0.274864,21.651285
4,mean,profile,12,NPHI,-0.651302,0.100044
4,mean,profile,12,RHOB,-1.139364,0.191739
4,mean,profile,12,all,0.580108,7.942603
4,mean,profile,13,GR,-0.328146,31.206406
4,mean,profile,13,NPHI,-0.129600,0.089189
4,mean,profile,13,RHOB,-0.820895,0.121584
4,mean,profile,13,all,0.623486,10.061600
4,mean,profile,14,GR,-2.929499,24.076211
4,mean,profile,14,NPHI,-10.346757,0.120541
4,mean,profile,14,RHOB,-1.397784,0.129157
4,mean,profile,14,all,-0.258146,11.180318
4,mean,profile,15,GR,-0.076268,24.810482
4,mean,profile,15,NPHI,-0.007348,0.077883
4,mean,profile,15,RHOB,-0.752844,0.104041
4,mean,profile,15,all,0.589967,8.336615
4,mean,profile,16,GR,,
4,mean,profile,16,NPHI,,
4,mean,profile,16,RHOB,-1.016039,0.071716
4,mean,profile,16,all,-1.016039,0.071716
4,mean,profile,17,GR,-0.002108,31.983657
4,mean,profile,17,NPHI,-0.234406,0.080743
4,mean,profile,17,RHOB,-0.396222,0.098503
4,mean,profile,17,all,0.565134,11.259788
4,mean,profile,18,GR,-1.502189,42.884305
4,mean,profile,18,NPHI,-0.424952,0.063221
4,mean,profile,18,RHOB,-0.172981,0.112869
4,mean,profile,18,all,0.543178,17.214824
4,mean,single,0,GR,-0.319277,39.056597
4,mean,single,0,NPHI,-0.687193,0.071675
4,mean,single,0,RHOB,-0.223906,0.116488
4,mean,single,0,all,0.592526,13.838967
4,mean,single,1,GR,,
4,mean,single,1,NPHI,,
4,mean,single,1,RHOB,-0.408551,0.086340
4,mean,single,1,all,-0.408551,0.086340
4,mean,single,2,GR,-2.306265,30.430422
4,mean,single,2,NPHI,-0.241382,0.069114
4,mean,single,2,RHOB,-0.229307,0.116150
4,mean,single,2,all,0.732439,9.666798
4,mean,single,3,GR,-0.212644,24.061900
4,mean,single,3,NPHI,-0.141316,0.096678
4,mean,single,3,RHOB,-0.778037,0.146323
4,mean,single,3,all,0.563440,8.214243
4,mean,single,4,GR,-0.236916,34.042763
4,mean,single,4,NPHI,-0.090913,0.077056
4,mean,single,4,RHOB,-0.024248,0.131323
4,mean,single,4,all,0.650786,10.402610
4,mean,single,5,GR,-0.509416,23.373411
4,mean,single,5,NPHI,-0.393428,0.100986
4,mean,single,5,RHOB,-0.300182,0.126838
4,mean,single,5,all,0.484268,7.866320
4,mean,single,6,GR,-0.150993,10.289513
4,mean,single,6,NPHI,-11.596978,0.135230
4,mean,single,6,RHOB,-2.485746,0.107720
4,mean,single,6,all,0.923897,2.897077
4,mean,single,7,GR,-84.191155,41.829053
4,mean,single,7,NPHI,-3.842280,0.116780
4,mean,single,7,RHOB,-0.814774,0.132569
4,mean,single,7,all,-16.373703,8.463971
4,mean,single,8,GR,-2.346075,78.602640
4,mean,single,8,NPHI,-0.169317,0.057183
4,mean,single,8,RHOB,-0.141209,0.158272
4,mean,single,8,all,0.387429,24.248344
4,mean,single,9,GR,-0.057823,39.734489
4,mean,single,9,NPHI,-0.000008,0.087065
4,mean,single,9,RHOB,-0.409668,0.116930
4,mean,single,9,all,0.463316,13.309510
4,mean,single,10,GR,-0.074969,28.356455
4,mean,single,10,NPHI,-0.013556,0.072351
4,mean,single,10,RHOB,-0.018536,0.103995
4,mean,single,10,all,0.544260,8.331111
4,mean,single,11,GR,-14.299210,34.941463
4,mean,single,11,NPHI,-0.977499,0.084779
4,mean,single,11,RHOB,-0.109580,0.082896
4,mean,single,11,all,-3.340362,8.798479
4,mean,single,12,GR,-0.090034,19.178780
4,mean,single,12,NPHI,-0.517027,0.115441
4,mean,single,12,RHOB,-0.928526,0.149613
4,mean,single,12,all,0.735008,6.040487
4,mean,single,13,GR,-0.375389,27.234276
4,mean,single,13,NPHI,-0.357306,0.083040
4,mean,single,13,RHOB,-0.071834,0.107343
4,mean,single,13,all,0.697894,9.320779
4,mean,single,14,GR,-3.460785,20.628018
4,mean,single,14,NPHI,-4.896215,0.101734
4,mean,single,14,RHOB,-0.796782,0.113595
4,mean,single,14,all,0.305307,6.420251
4,mean,single,15,GR,-0.400103,25.508113
4,mean,single,15,NPHI,-0.002493,0.068847
4,mean,single,15,RHOB,-0.749710,0.117212
4,mean,single,15,all,0.438796,8.562933
4,mean,single,16,GR,,
4,mean,single,16,NPHI,,
4,mean,single,16,RHOB,-3.049652,0.115475
4,mean,single,16,all,-3.049652,0.115475
4,mean,single,17,GR,-0.047859,32.674128
4,mean,single,17,NPHI,-0.235298,0.086982
4,mean,single,17,RHOB,-0.401571,0.104552
4,mean,single,17,all,0.593925,12.070822
4,mean,single,18,GR,-1.994430,52.560533
4,mean,single,18,NPHI,-0.003769,0.072455
4,mean,single,18,RHOB,-0.045636,0.111192
4,mean,single,18,all,0.512992,17.576228
4,mice,blackout,0,GR,-0.072536,37.624143
4,mice,blackout,0,NPHI,-0.098154,0.068898
4,mice,blackout,0,RHOB,-0.058498,0.104940
4,mice,blackout,0,all,0.557750,12.376532
4,mice,blackout,1,GR,-3.961541,51.984376
4,mice,blackout,1,NPHI,-1.576149,0.070142
4,mice,blackout,1,RHOB,-0.707942,0.092614
4,mice,blackout,1,all,0.440589,26.032546
4,mice,blackout,2,GR,-2.314482,28.290510
4,mice,blackout,2,NPHI,-0.115337,0.066173
4,mice,blackout,2,RHOB,-0.033383,0.118937
4,mice,blackout,2,all,0.741828,9.929725
4,mice,blackout,3,GR,-1.645919,32.157984
4,mice,blackout,3,NPHI,0.136724,0.076085
4,mice,blackout,3,RHOB,-0.328067,0.138663
4,mice,blackout,3,all,0.045679,11.086371
4,mice,blackout,4,GR,-0.206986,28.941299
4,mice,blackout,4,NPHI,0.085397,0.078760
4,mice,blackout,4,RHOB,-0.044965,0.115008
4,mice,blackout,4,all,0.655685,10.022592
4,mice,blackout,5,GR,-1.334013,27.120276
4,mice,blackout,5,NPHI,0.056949,0.081168
4,mice,blackout,5,RHOB,-0.172469,0.133626
4,mice,blackout,5,all,0.182172,9.431448
4,mice,blackout,6,GR,-15.034593,27.720727
4,mice,blackout,6,NPHI,-9.009528,0.121677
4,mice,blackout,6,RHOB,-1.217034,0.086438
4,mice,blackout,6,all,0.265771,10.031008
4,mice,blackout,7,GR,-12.142935,33.519421
4,mice,blackout,7,NPHI,-3.144241,0.105397
4,mice,blackout,7,RHOB,-0.816871,0.105936
4,mice,blackout,7,all,-4.024257,11.794434
4,mice,blackout,8,GR,-2.012162,69.512513
4,mice,blackout,8,NPHI,-0.632080,0.066380
4,mice,blackout,8,RHOB,-0.373128,0.106672
4,mice,blackout,8,all,0.407858,21.733071
4,mice,blackout,9,GR,-0.074955,38.898744
4,mice,blackout,9,NPHI,0.091698,0.085783
4,mice,blackout,9,RHOB,-0.497626,0.134226
4,mice,blackout,9,all,0.571799,13.264706
4,mice,blackout,10,GR,-0.220667,31.909788
4,mice,blackout,10,NPHI,0.240318,0.063659
4,mice,blackout,10,RHOB,0.091887,0.089780
4,mice,blackout,10,all,0.563177,11.793830
4,mice,blackout,11,GR,-24.435933,37.341325
4,mice,blackout,11,NPHI,-0.783881,0.076243
4,mice,blackout,11,RHOB,-0.369516,0.094839
